0,55,90,122,176,181,18,124,71,147,124,114,88,63,81,9,0
0,19,4,15,13,17,18,19,10,12,17,16,12,17,8,4,0
0,90,112,147,199,207,44,153,96,182,156,143,112,102,115,38,0
0,92,113,149,201,209,46,155,97,184,158,145,114,104,116,39,0
0,5,17,16,18,13,10,12,5,3,17,3,15,10,20,2,0
0,2.5,17.0,8.0,9.0,6.5,5.0,6.0,5.0,1.5,8.5,1.5,7.5,5.0,20.0,2.0,0
0,63,78,79,94,82,46,25,91,19,92,75,96,18,76,22,0
0,10,2,8,10,4,8,9,2,8,3,2,6,2,10,5,0
0,0,3,10,7,7,2,3,2,8,7,4,3,7,3,9,0
0,5,0,6,10,8,8,9,4,5,5,3,4,8,8,7,0
0,9,2,0,9,7,5,3,6,7,2,5,9,5,9,4,0
0,5,9,2,0,7,7,9,5,7,7,5,8,10,10,9,0
0,6,6,8,8,0,3,3,8,5,3,10,7,9,7,4,0
0,5,10,4,6,5,0,8,10,6,3,2,4,7,6,10,0
0,7,3,6,4,6,8,0,3,4,9,7,10,6,9,4,0
0,4,8,10,2,3,8,10,0,2,2,2,2,8,3,10,0
0,9,2,9,2,5,3,8,9,0,4,7,6,3,7,6,0
0,2,4,7,6,7,2,2,5,3,0,8,9,4,4,5,0
0,8,6,7,5,4,3,8,5,10,2,0,8,4,6,9,0
0,7,3,6,8,4,5,4,10,3,10,4,0,2,5,2,0
0,8,3,10,6,9,5,2,8,3,3,10,5,0,5,2,0
0,4,10,8,5,7,6,5,2,2,4,5,8,10,0,8,0
0,10,2,10,6,3,6,9,2,8,7,8,5,3,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0
