0,54,38,53,77,22,56,55,45,19,74,0
0,5,17,14,17,13,18,8,3,13,11,0
0,101,108,78,147,59,126,87,118,66,95,0
0,104,117,85,156,66,135,91,120,73,101,0
0,20,10,8,17,2,6,20,20,17,14,0
0,6.6667,1.1111,1.1429,1.8889,0.28571,0.66667,5.0,10.0,2.4286,2.3333,0
0,64,11,82,73,14,91,15,75,29,6,0
0,6,5,7,5,9,6,7,9,5,2,0
0,0,5,10,3,2,7,2,9,10,10,0
0,7,0,10,5,6,10,9,9,8,8,0
0,8,3,0,3,8,9,9,5,9,3,0
0,5,4,3,0,6,4,7,3,10,7,0
0,8,10,2,2,0,10,8,3,9,7,0
0,4,9,5,9,7,0,9,7,9,4,0
0,5,7,4,7,6,10,0,5,6,9,0
0,7,5,7,2,2,10,3,0,4,7,0
0,2,10,9,4,10,5,3,10,0,3,0
0,8,5,10,3,4,4,9,4,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0
