0,216,238,28,123,65,237,85,131,210,18,250,26,286,53,90,71,13,212,165,324,272,254,89,217,270,205,55,297,304,281,11,132,26,38,249,5,122,204,212,158,260,147,109,45,53,118,274,124,243,219,315,83,277,117,184,303,89,206,232,319,19,279,259,272,124,46,308,209,20,110,88,328,197,52,320,236,322,113,291,227,81,278,73,85,206,284,85,311,225,44,45,303,218,84,171,107,275,156,151,56,0
0,13,14,18,12,5,12,16,19,15,7,9,16,9,3,7,6,10,5,2,17,12,13,15,19,5,7,8,4,12,7,12,10,5,12,19,7,12,7,18,12,18,8,10,13,10,2,8,12,18,6,18,5,11,13,9,4,12,6,15,18,19,18,17,2,2,19,17,5,9,12,15,20,6,7,16,4,12,9,2,16,12,11,13,13,16,10,8,4,20,14,2,14,10,8,9,15,15,13,20,4,0
0,1075,823,1194,944,934,968,992,775,1039,787,913,714,1275,845,1229,1105,675,1362,724,1266,1373,676,880,665,1101,1061,681,1184,1042,942,695,1205,601,1198,884,479,538,982,1229,819,1339,895,1066,605,859,1085,922,1051,1178,895,1339,1045,706,1020,1281,1087,1156,732,1055,1192,973,1107,1183,772,903,1167,747,668,999,1102,1106,1447,1125,911,760,645,983,982,1332,1045,888,1383,944,1047,1231,740,861,1277,1072,876,701,874,1272,1095,811,569,900,1215,834,522,1447
0,1085,833,1207,953,938,977,1004,789,1050,792,920,726,1282,848,1234,1110,682,1366,726,1278,1382,686,891,679,1105,1066,687,1187,1051,947,704,1212,605,1207,898,484,547,987,1242,828,1352,901,1073,615,866,1087,928,1060,1191,900,1352,1049,714,1030,1288,1090,1165,737,1066,1205,987,1120,1195,774,905,1181,759,672,1006,1111,1117,1461,1130,916,772,648,992,989,1334,1057,897,1391,954,1057,1243,747,867,1280,1086,886,703,884,1279,1101,818,580,911,1225,848,525,1461
0,3,14,3,12,6,8,18,15,4,4,4,5,6,19,2,13,7,17,6,18,7,7,18,2,12,5,15,15,17,5,16,12,11,4,17,9,18,18,13,5,17,4,3,12,16,20,16,5,5,4,13,6,8,20,15,10,20,2,16,16,4,2,19,11,17,20,16,20,2,10,11,18,13,9,11,19,6,20,19,6,18,11,9,13,18,20,5,20,9,5,2,13,6,9,5,3,6,4,3,12,0
0,0.3,1.4,0.23077,1.3333,1.5,0.88889,1.5,1.0714,0.36364,0.8,0.57143,0.41667,0.85714,6.3333,0.4,2.6,1,4.25,3,1.5,0.77778,0.7,1.6364,0.14286,3,1,2.5,5,1.8889,1,1.7778,1.7143,2.75,0.44444,1.2143,1.8,2,3.6,1,0.55556,1.3077,0.66667,0.42857,1.2,2.2857,10,2.6667,0.55556,0.38462,0.8,1,1.5,1,2,2.1429,3.3333,2.2222,0.4,1.4545,1.2308,0.28571,0.15385,1.5833,5.5,8.5,1.4286,1.3333,5,0.28571,1.1111,1,1.2857,2.6,1.8,0.91667,6.3333,0.66667,2.8571,9.5,0.5,2,1.375,0.9,1.3,1.5,2.8571,0.83333,6.6667,0.64286,0.5,1,1.3,0.85714,1.5,0.71429,0.27273,0.54545,0.4,0.21429,4,0
0,5,10,2,3,6,3,5,8,10,9,6,3,10,2,3,7,7,8,3,3,6,9,9,8,7,7,5,7,9,10,7,5,4,2,6,3,2,3,2,5,6,5,8,4,10,4,4,3,7,7,5,4,8,7,2,6,10,10,10,6,3,8,10,3,9,3,6,3,7,8,7,2,4,7,8,7,5,6,6,6,6,8,7,3,7,2,10,10,7,7,7,10,9,6,7,8,3,3,7,4,0
0,0,4,7,9,8,4,4,8,8,9,6,2,5,2,6,6,4,7,8,2,5,2,4,3,3,10,5,8,8,5,10,2,4,3,2,3,7,7,10,5,3,9,10,2,5,9,9,3,9,7,6,10,3,2,6,7,4,2,2,6,4,9,9,6,5,10,2,2,6,5,9,9,10,10,7,5,3,7,4,6,6,7,8,4,4,6,10,8,7,7,5,4,10,3,3,8,8,7,8,7,0
0,8,0,9,9,3,5,10,6,9,4,10,4,8,9,4,6,2,9,7,6,2,5,2,10,4,8,3,6,5,4,4,8,8,10,5,2,2,8,9,10,8,6,6,9,5,5,2,9,4,8,4,6,4,8,2,9,6,10,3,8,7,2,7,10,6,9,10,3,3,2,8,3,4,3,10,2,4,9,4,9,7,8,9,4,5,3,10,5,3,9,7,3,7,6,9,9,3,5,10,10,0
0,4,5,0,7,4,4,4,10,3,6,2,10,3,4,9,4,6,10,9,3,6,2,2,2,6,3,10,5,4,2,2,7,8,3,8,2,10,6,9,2,3,2,3,10,8,6,4,9,2,10,3,2,8,4,6,5,9,9,2,6,8,10,5,4,7,5,3,7,5,2,4,8,3,6,5,4,7,2,3,2,2,6,6,2,4,6,9,5,10,8,6,7,5,6,2,2,2,8,7,3,0
