
6
11


82 52 90 99 81 51 
81 92 81 51 50 52 
66 68 89 67 66 89 
88 97 71 89 59 61 
78 58 54 78 72 66 
72 82 95 64 73 72 
91 64 76 95 85 71 
86 80 56 65 59 80 
50 98 72 81 73 70 
58 97 97 62 58 97 
59 53 68 72 72 52 


59 84 83 64 92 78 80 95 99 91 88 
67 53 72 96 73 97 96 71 61 76 63 
75 57 52 66 83 96 67 89 82 61 68 
58 67 51 61 75 91 96 53 51 58 75 
82 59 50 52 93 66 82 68 73 91 57 
70 89 96 91 93 92 77 89 80 99 53 
99 50 97 75 61 64 56 53 78 83 83 
92 79 78 68 98 90 83 65 75 54 74 
69 53 52 58 93 68 82 86 95 89 77 
63 84 59 88 66 67 60 89 74 83 82 
84 78 97 54 94 97 99 93 51 74 76 

74 61 85 91 99 64 86 60 77 71 68 
55 75 72 67 58 73 62 97 94 90 63 
89 61 95 84 77 81 82 86 67 78 61 
73 80 50 99 71 73 70 65 87 98 67 
88 71 78 83 83 93 54 80 95 73 63 
58 69 52 70 59 70 81 84 56 88 51 
65 86 93 81 77 56 61 54 85 80 92 
93 92 79 51 79 51 94 70 74 64 68 
85 62 91 83 85 80 56 89 83 71 57 
82 54 88 76 60 82 66 95 74 98 78 
62 95 52 97 86 64 55 73 81 88 63 

94 65 73 86 74 70 93 51 85 62 56 
95 82 68 91 57 89 96 55 88 54 76 
89 61 50 99 91 91 51 96 82 61 89 
81 85 79 62 59 64 98 83 69 88 58 
83 68 58 64 87 75 60 91 87 59 88 
89 65 97 73 59 52 64 93 73 92 57 
94 90 62 57 58 67 83 83 70 88 66 
59 89 70 99 50 87 65 74 63 53 88 
92 83 78 96 62 76 65 58 60 92 93 
98 68 77 83 74 78 63 59 80 52 73 
79 83 67 96 98 58 72 83 71 68 92 

93 89 66 82 98 54 75 63 88 99 61 
56 81 68 73 88 99 84 70 64 65 79 
62 54 57 67 96 78 60 86 90 91 77 
88 91 79 58 83 70 64 98 66 69 94 
72 81 85 94 91 96 78 56 74 70 72 
72 63 54 55 96 73 64 81 99 72 63 
69 51 78 79 67 97 86 53 54 65 70 
58 76 88 57 89 63 83 73 79 92 87 
59 88 82 94 75 95 62 86 60 57 68 
78 67 86 91 51 93 57 51 50 70 66 
96 97 52 66 99 72 62 59 92 80 56 

58 93 92 73 64 55 92 63 65 94 76 
80 76 74 62 85 50 59 74 78 79 64 
99 66 80 95 50 86 68 96 53 75 67 
97 86 64 95 62 88 94 83 68 58 50 
87 53 68 85 78 97 94 60 92 64 73 
62 86 70 87 68 86 55 59 90 84 90 
73 75 84 90 65 77 53 72 83 83 83 
97 88 87 68 92 74 72 70 98 92 80 
61 70 89 55 82 64 51 71 97 64 54 
93 60 80 98 66 66 83 95 56 84 74 
60 92 60 60 70 98 81 76 76 65 70 

71 56 54 79 72 57 57 94 61 71 89 
61 57 76 73 61 91 79 87 70 63 61 
50 80 89 99 50 90 63 59 77 72 96 
91 53 77 55 86 63 95 99 60 94 69 
57 88 91 52 75 75 81 82 91 86 98 
64 91 51 75 99 98 89 80 53 70 73 
60 90 58 52 79 97 88 79 71 80 94 
71 70 95 77 75 75 89 99 83 84 85 
91 89 87 66 63 60 79 99 98 93 95 
76 81 86 63 76 98 72 64 50 91 92 
95 87 61 86 60 65 61 94 94 87 78 


