
4
11


96 50 68 92 
60 84 89 59 
92 53 70 76 
85 54 53 92 
77 94 56 53 
60 56 58 76 
62 92 76 59 
75 66 61 80 
57 58 85 99 
97 53 94 64 
71 69 53 69 


53 79 94 78 70 67 58 77 94 52 60 
68 50 79 88 91 74 95 73 56 89 74 
95 58 86 59 81 76 51 89 86 73 83 
55 50 66 65 89 83 51 53 87 58 72 
79 85 81 81 93 53 75 54 99 79 77 
92 79 92 73 60 99 54 69 78 65 98 
82 63 90 97 71 85 99 83 64 83 53 
89 67 68 74 63 90 53 82 79 64 57 
61 87 52 79 72 91 86 74 59 81 90 
57 63 53 93 85 95 83 71 96 50 89 
76 57 69 99 75 98 92 92 51 60 80 

86 72 77 74 78 57 94 65 64 74 61 
65 73 80 82 94 96 82 94 73 65 84 
62 65 96 52 64 78 80 75 95 68 54 
74 61 87 94 71 92 65 57 69 99 99 
50 84 88 84 77 90 53 55 58 81 91 
81 59 70 60 51 62 83 96 65 81 70 
55 83 95 74 86 63 67 52 56 88 64 
64 73 71 95 84 59 50 71 73 62 55 
71 92 78 61 64 84 69 81 86 75 66 
96 61 67 92 54 96 81 64 93 87 53 
63 61 95 69 51 90 67 68 69 57 56 

60 63 54 54 96 68 84 98 61 58 67 
58 62 79 90 84 66 66 66 58 93 66 
59 55 58 83 60 68 68 72 52 95 93 
73 61 84 54 66 94 86 54 62 87 77 
67 58 94 90 97 78 85 52 85 81 87 
66 98 69 62 73 98 92 74 78 86 77 
89 73 55 75 61 70 69 71 98 73 70 
64 98 76 84 78 99 63 79 57 98 54 
56 84 95 88 54 69 76 73 87 83 88 
64 94 87 68 75 68 55 76 50 85 86 
60 91 51 94 89 83 91 51 95 92 69 

80 86 54 88 57 59 77 99 74 97 71 
61 75 56 65 63 97 83 72 74 83 57 
78 57 90 61 60 87 59 56 69 83 55 
97 92 57 72 80 84 84 73 94 91 80 
67 74 64 53 65 89 89 60 80 85 70 
59 72 74 61 61 69 62 60 58 59 79 
84 97 66 55 75 54 85 73 54 53 85 
55 77 70 83 89 50 81 59 61 52 65 
55 97 91 98 97 66 86 77 50 66 68 
62 74 71 61 65 91 86 71 98 90 60 
50 80 58 85 66 53 50 59 94 96 82 


