98	54	4543	4544	73
84	44	3717	3718	59
54	14	1269	1270	19
59	60	4981	4982	80
90	41	3493	3494	55
54	53	4414	4416	71
87	0	167	168	1
74	46	3878	3880	62
51	31	2627	2629	42
96	68	5623	5624	90
84	18	1621	1622	25
68	65	5411	5413	87
65	24	2050	2052	32
71	66	5483	5485	88
61	7	672	673	10
91	30	2603	2604	41
69	41	3403	3404	54
75	65	5419	5420	87
62	11	975	976	15
95	51	4258	4259	68
73	46	3874	3875	62
58	2	247	248	3
99	61	5069	5071	81
97	3	418	419	5
52	17	1456	1458	23
51	19	1657	1658	26
52	12	1067	1068	16
62	4	433	434	6
62	50	4196	4197	67
82	4	433	435	5
50	10	883	885	13
93	31	2656	2657	42
82	6	570	571	8
97	21	1836	1838	28
95	13	1212	1213	18
85	21	1860	1861	29
78	21	1843	1845	29
80	39	3272	3273	52
88	58	4864	4865	78
56	54	4471	4472	72
66	49	4054	4056	65
60	60	4960	4961	80
90	62	5150	5151	83
50	4	376	377	5
84	16	1399	1401	21
84	19	1666	1668	25
66	66	5489	5490	89
68	28	2343	2344	37
98	35	2991	2993	47
70	49	4118	4119	66
81	38	3237	3238	51
52	16	1421	1422	22
74	3	386	387	5
71	33	2786	2787	44
88	20	1753	1754	27
94	1	187	189	1
61	40	3353	3354	54
62	24	2024	2026	32
73	65	5426	5427	87
95	55	4597	4599	73
92	52	4327	4328	69
76	29	2478	2479	39
88	74	6157	6159	99
79	5	496	497	6
87	43	3653	3654	58
81	10	972	973	14
68	31	2635	2637	42
76	69	5742	5744	93
52	56	4671	4672	75
90	39	3307	3309	52
69	9	801	802	12
68	22	1931	1932	30
87	40	3361	3362	53
69	1	187	188	1
98	31	2621	2622	41
84	4	455	456	6
64	37	3138	3140	50
88	23	2025	2026	31
57	59	4896	4897	79
73	23	1967	1969	31
