78	53	4434	4435	73
60	43	3620	3621	59
57	14	1248	1249	19
94	59	4918	4919	80
52	40	3387	3388	55
64	52	4337	4339	71
79	0	157	158	1
83	45	3811	3813	62
62	30	2586	2588	42
60	66	5476	5477	90
81	18	1588	1589	25
76	64	5313	5315	87
76	23	2021	2023	32
77	64	5381	5383	88
96	7	695	696	10
57	30	2520	2521	41
65	39	3331	3332	54
74	64	5311	5312	87
83	10	977	978	15
74	49	4153	4154	68
76	45	3801	3802	62
91	2	276	277	3
55	59	4925	4927	81
56	3	371	372	5
59	16	1435	1437	23
76	19	1650	1651	26
55	12	1050	1051	16
91	4	455	456	6
85	49	4136	4137	67
89	4	434	436	5
69	9	884	886	13
71	30	2582	2583	42
96	5	573	574	8
53	20	1757	1759	28
91	13	1186	1187	18
86	21	1826	1827	29
77	21	1808	1810	29
64	38	3192	3193	52
66	57	4747	4748	78
77	52	4403	4404	72
60	47	3968	3970	65
73	58	4875	4876	80
80	60	5038	5039	83
89	3	408	409	5
69	15	1357	1359	21
75	18	1625	1627	25
63	65	5378	5379	89
88	27	2317	2318	37
57	34	2892	2894	47
84	48	4051	4052	66
77	37	3169	3170	51
88	16	1430	1431	22
78	3	384	385	5
67	32	2727	2728	44
76	19	1707	1708	27
58	1	149	151	1
83	39	3309	3310	54
81	23	2003	2005	32
82	64	5329	5330	87
98	53	4509	4511	73
70	50	4220	4221	69
59	28	2412	2413	39
89	72	6036	6038	99
80	5	488	489	6
71	42	3566	3567	58
50	10	923	924	14
61	30	2576	2578	42
61	67	5613	5615	93
95	55	4622	4623	75
78	38	3231	3233	52
68	8	784	785	12
87	22	1913	1914	30
64	39	3272	3273	53
88	1	204	205	1
85	30	2557	2558	41
57	4	421	422	6
60	36	3072	3074	50
90	23	1989	1990	31
73	58	4816	4817	79
50	22	1906	1908	31
