88	53	4452	4453	73
55	43	3622	3623	59
55	14	1248	1249	19
66	59	4899	4900	80
61	40	3402	3403	55
92	52	4373	4375	71
83	0	161	162	1
74	45	3809	3811	62
79	30	2608	2610	42
52	66	5478	5479	90
93	18	1603	1604	25
68	64	5314	5316	87
57	23	2006	2008	32
79	64	5392	5394	88
55	7	655	656	10
77	30	2544	2545	41
99	39	3371	3372	54
94	64	5341	5342	87
81	10	976	977	15
85	49	4171	4172	68
84	45	3816	3817	62
57	2	243	244	3
79	59	4958	4960	81
62	3	378	379	5
59	16	1437	1439	23
67	19	1644	1645	26
67	12	1064	1065	16
55	4	419	420	6
56	49	4115	4116	67
69	4	414	416	5
85	9	902	904	13
68	30	2584	2585	42
56	5	534	535	8
63	20	1770	1772	28
79	13	1176	1177	18
63	21	1806	1807	29
97	21	1831	1833	29
70	38	3204	3205	52
76	57	4766	4767	78
83	52	4417	4418	72
52	47	3967	3969	65
92	58	4902	4903	80
78	60	5045	5046	83
57	3	377	378	5
71	15	1361	1363	21
99	18	1651	1653	25
95	65	5420	5421	89
91	27	2324	2325	37
73	34	2913	2915	47
67	48	4041	4042	66
60	37	3158	3159	51
57	16	1402	1403	22
95	3	402	403	5
79	32	2744	2745	44
79	19	1713	1714	27
56	1	147	149	1
97	39	3329	3330	54
63	23	1989	1991	32
91	64	5347	5348	87
56	53	4475	4477	73
83	50	4240	4241	69
73	28	2431	2432	39
60	72	6018	6020	99
94	5	503	504	6
81	42	3582	3583	58
59	10	934	935	14
54	30	2574	2576	42
56	67	5619	5621	93
99	55	4634	4635	75
58	38	3217	3219	52
86	8	804	805	12
86	22	1915	1916	30
63	39	3277	3278	53
88	1	204	205	1
64	30	2541	2542	41
99	4	464	465	6
68	36	3086	3088	50
78	23	1980	1981	31
78	58	4829	4830	79
81	22	1940	1942	31
