55	54	6677	6678	73
82	44	5495	5496	59
90	14	1901	1902	19
89	59	7422	7423	80
91	41	5162	5163	55
86	53	6583	6585	71
73	0	192	193	1
64	46	5732	5734	62
97	31	3935	3937	42
85	67	8318	8319	90
61	18	2352	2353	25
96	64	8056	8058	87
76	24	3034	3036	32
82	65	8145	8147	88
84	7	995	996	10
71	30	3814	3815	41
52	40	5018	5019	54
85	64	8046	8047	87
65	11	1425	1426	15
91	50	6292	6293	68
97	46	5760	5761	62
70	2	352	353	3
52	60	7456	7458	81
72	3	551	552	5
50	17	2143	2145	23
53	19	2446	2447	26
56	12	1569	1570	16
81	4	634	635	6
94	50	6253	6254	67
62	4	586	588	5
86	10	1327	1329	13
83	31	3902	3903	42
52	5	778	779	8
98	21	2689	2691	28
92	13	1757	1758	18
60	21	2705	2706	29
83	21	2714	2716	29
98	38	4853	4854	52
80	58	7197	7198	78
96	53	6673	6674	72
59	48	6000	6002	65
65	59	7365	7366	80
98	61	7635	7636	83
97	3	583	584	5
71	15	2029	2031	21
86	19	2443	2445	25
81	65	8160	8161	89
86	27	3474	3475	37
83	35	4394	4396	47
77	49	6108	6109	66
75	38	4777	4778	51
97	16	2138	2139	22
71	3	537	538	5
95	33	4140	4141	44
75	20	2556	2557	27
74	1	212	214	1
79	40	4984	4985	54
66	23	2988	2990	32
53	65	8029	8030	87
64	54	6770	6772	73
50	51	6359	6360	69
51	29	3630	3631	39
99	73	9140	9142	99
61	5	682	683	6
78	43	5391	5392	58
88	10	1416	1417	14
74	31	3899	3901	42
54	68	8495	8497	93
66	56	6948	6949	75
58	39	4852	4854	52
52	8	1142	1143	12
66	22	2842	2843	30
78	39	4955	4956	53
88	1	265	266	1
98	30	3856	3857	41
99	4	653	654	6
84	37	4664	4666	50
62	23	2949	2950	31
95	58	7304	7305	79
62	23	2885	2887	31
84	67	8300	8301	90
61	8	1072	1073	11
69	22	2782	2783	29
58	71	8868	8869	97
89	13	1715	1716	17
79	13	1709	1710	17
70	9	1192	1193	12
52	64	7951	7953	87
92	5	733	734	7
99	71	8835	8836	96
78	11	1529	1531	16
64	3	506	507	4
60	60	7457	7459	81
98	43	5409	5410	58
90	32	4057	4058	43
60	46	5734	5736	62
60	51	6388	6389	69
61	18	2362	2363	25
63	2	400	402	3
50	70	8643	8644	94
91	64	8025	8026	87
83	66	8213	8215	89
66	66	8264	8266	90
70	39	4946	4948	53
63	55	6855	6857	74
65	65	8061	8062	88
73	8	1153	1154	11
56	56	6952	6953	76
73	22	2869	2870	30
60	49	6068	6069	66
73	46	5751	5753	62
78	73	9133	9134	99
54	60	7410	7412	81
87	17	2259	2261	23
97	7	1002	1003	9
91	42	5337	5339	57
73	66	8209	8211	89
72	29	3721	3723	40
68	47	5875	5876	64
60	47	5856	5857	63
