0,16,80,93,104,69,70,135,154,7,77,136,147,133,130,57,0
0,19,11,7,12,13,20,20,11,15,15,3,5,15,6,3,0
0,44,116,109,171,92,136,168,175,32,102,201,178,205,152,69,205
0,58,124,114,180,102,150,182,183,43,113,204,182,216,157,72,216
0,17,17,11,4,5,2,8,12,18,6,16,20,16,10,11,0
0,1.2143,2.125,2.2,0.44444,0.5,0.14286,0.57143,1.5,1.6364,0.54545,5.3333,5,1.4545,2,3.6667,0
0,2,7,5,9,2,8,7,9,2,6,6,5,10,10,8,0
0,0,6,5,9,10,2,8,4,7,6,4,3,9,6,3,0
0,3,0,2,4,4,2,4,6,10,4,9,7,8,3,4,0
0,3,2,0,10,5,2,2,6,7,8,9,7,3,5,8,0
0,6,7,6,0,3,7,7,3,9,2,9,4,7,2,5,0
0,3,9,6,3,0,10,10,5,5,7,2,4,5,6,9,0
0,7,10,3,10,10,0,9,10,9,8,10,10,5,9,5,0
0,2,3,4,7,4,7,0,4,8,7,3,4,8,4,8,0
0,6,2,4,7,7,4,7,0,9,2,3,6,4,4,3,0
0,6,5,7,8,10,3,3,2,0,10,4,2,3,7,3,0
0,6,5,6,8,6,4,8,10,5,0,6,2,8,6,9,0
0,3,5,3,5,10,3,4,6,9,8,0,9,5,2,9,0
0,9,6,4,2,4,8,6,4,10,8,3,0,9,9,5,0
0,3,6,8,5,3,4,2,4,4,9,9,5,0,6,3,0
0,8,7,9,5,7,3,7,4,7,4,2,6,3,0,5,0
0,4,2,3,6,10,8,7,9,7,3,2,5,5,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
