0,44,9,45,44,31,13,48,26,43,1,16,43,54,1,9,31,7,46,39,45,38,18,14,29,5,29,50,53,8,15,18,27,12,4,19,5,1,46,15,35,6,46,20,44,34,24,40,15,54,2,0
0,13,5,20,16,12,5,7,7,10,19,12,13,20,8,19,9,13,17,6,8,6,7,2,2,16,18,14,8,14,14,17,11,13,11,13,20,10,13,7,3,18,10,7,2,5,12,15,4,4,20,0
0,561,515,549,571,526,549,535,561,565,507,549,551,581,507,524,559,521,582,556,571,554,544,535,533,519,546,582,563,515,524,530,560,495,541,506,536,505,572,548,555,522,543,546,579,552,552,533,518,578,527,0
0,563,516,551,573,528,550,536,562,566,509,551,553,583,508,526,560,523,584,557,572,555,545,536,534,521,548,584,564,517,526,532,562,497,543,508,538,506,574,549,556,524,544,547,580,553,554,535,519,579,529,0
0,14,19,12,18,9,15,8,5,11,16,17,6,7,6,6,6,20,20,13,4,8,14,19,10,8,17,20,5,6,12,19,10,13,3,5,5,8,13,14,3,17,13,4,20,3,12,6,19,17,18,0
0,7.0,19.0,6.0,9.0,4.5,15.0,8.0,5.0,11.0,8.0,8.5,3.0,3.5,6.0,3.0,6.0,10.0,10.0,13.0,4.0,8.0,14.0,19.0,10.0,4.0,8.5,10.0,5.0,3.0,6.0,9.5,5.0,6.5,1.5,2.5,2.5,8.0,6.5,14.0,3.0,8.5,13.0,4.0,20.0,3.0,6.0,3.0,19.0,17.0,9.0,0
0,78,22,60,82,77,10,89,4,80,78,34,76,81,73,11,15,78,21,98,16,8,70,24,64,46,23,45,27,23,69,33,43,16,55,47,71,20,44,46,71,10,65,46,66,74,73,28,16,87,19,0
0,8,6,10,9,9,10,2,9,6,10,9,10,6,4,4,4,10,8,10,7,9,5,5,3,8,3,5,2,6,2,2,6,3,3,2,5,4,10,2,7,2,4,5,7,2,3,9,8,6,7,0
0,0,9,5,7,7,9,3,6,5,2,4,6,8,7,5,3,4,8,2,10,9,4,6,3,7,7,3,4,3,2,8,6,5,4,6,7,3,2,9,2,6,10,10,8,4,10,10,5,8,9,0
0,4,0,6,9,10,4,10,6,10,9,4,3,10,6,5,7,9,4,5,10,9,5,7,5,8,9,6,6,5,2,4,9,8,5,8,10,8,3,8,9,7,3,7,4,9,4,9,8,7,3,0
0,8,10,0,7,6,3,6,10,6,3,7,6,10,5,5,2,7,10,3,3,8,9,5,3,9,5,10,5,4,5,8,2,7,8,4,2,9,4,9,8,3,3,9,5,10,9,5,4,10,5,0
0,4,9,4,0,8,3,8,9,10,5,8,10,2,2,4,9,3,6,10,8,10,3,9,10,5,2,3,10,7,4,4,3,7,9,5,7,7,8,4,10,9,2,6,3,7,6,2,4,3,8,0
0,3,7,6,7,0,5,7,2,3,3,5,5,6,8,7,8,2,4,6,3,3,9,5,9,2,10,5,4,10,2,6,7,8,10,10,2,5,2,2,2,8,6,2,8,2,9,3,5,7,6,0
