
4
9


93 84 84 83 
63 61 93 64 
82 99 59 77 
57 74 63 66 
90 55 91 65 
67 98 54 64 
55 70 88 99 
67 77 93 80 
65 50 58 74 


52 70 99 83 64 71 62 69 92 
99 67 80 56 68 97 89 54 69 
90 82 58 60 90 98 89 84 51 
81 88 71 64 76 90 69 57 99 
90 69 62 51 71 95 56 51 96 
67 92 94 88 93 50 81 66 98 
92 59 81 62 91 53 83 60 73 
73 75 76 61 65 76 52 94 75 
64 99 79 56 91 71 66 51 71 

84 50 97 51 91 66 73 51 93 
55 83 80 60 52 89 98 82 72 
92 97 80 78 50 60 91 89 93 
52 78 80 80 76 95 90 64 57 
98 96 71 87 72 86 59 51 86 
67 91 55 65 91 80 63 65 52 
83 75 97 98 73 67 81 84 94 
51 71 65 96 66 85 50 53 66 
86 81 53 91 89 92 95 86 70 

97 83 83 86 70 55 87 72 81 
81 50 89 94 58 72 66 80 80 
94 61 74 52 51 97 95 92 54 
99 66 81 53 84 78 92 66 79 
90 90 58 77 75 57 84 64 65 
63 93 83 92 85 98 71 99 98 
64 92 66 86 62 78 52 97 72 
90 90 94 68 59 50 82 83 86 
94 74 82 95 86 56 60 88 85 

90 79 61 62 53 77 90 95 85 
77 81 98 82 75 75 63 73 89 
69 76 86 91 77 65 84 94 91 
67 80 77 56 55 77 78 95 54 
78 57 54 74 63 64 52 77 90 
90 67 75 80 58 71 75 76 82 
71 99 91 78 78 68 61 52 74 
97 90 82 90 76 59 54 94 71 
88 75 99 75 78 65 87 54 59 


