
4
9


81 75 83 63 
91 64 51 62 
64 65 81 52 
56 60 75 81 
66 68 94 66 
75 86 74 85 
53 96 95 90 
94 55 86 87 
90 99 89 85 


56 93 68 92 74 82 54 53 88 
54 69 71 59 96 96 95 74 86 
66 85 54 91 75 86 88 90 86 
90 70 64 59 85 58 69 66 63 
65 97 81 69 55 80 85 64 68 
64 86 86 79 73 60 93 93 82 
62 97 84 89 76 70 77 77 50 
87 51 55 55 75 86 96 99 99 
86 56 62 93 84 52 93 64 76 

75 87 88 72 52 92 85 54 57 
99 81 78 95 55 56 80 52 63 
91 73 60 63 92 97 52 64 95 
82 70 96 79 74 96 62 96 97 
88 74 63 82 66 92 80 93 73 
67 60 83 91 89 66 99 86 89 
65 52 96 73 80 94 72 54 56 
83 78 63 89 77 73 64 95 54 
72 78 50 58 54 77 57 90 73 

99 76 56 92 71 61 82 91 95 
51 72 91 67 83 56 57 64 73 
76 62 60 58 94 96 85 57 96 
95 91 64 65 73 94 69 97 99 
63 97 57 81 70 58 96 88 89 
59 65 57 92 55 91 87 65 50 
70 97 52 75 84 60 85 68 57 
89 69 91 60 86 52 92 72 78 
97 59 76 88 63 64 88 95 80 

78 71 78 80 91 72 90 88 72 
83 83 87 81 90 72 70 82 66 
79 54 99 55 71 63 64 51 81 
62 58 52 83 80 91 87 57 85 
61 71 95 51 88 68 63 55 75 
97 98 89 67 70 60 96 75 94 
77 56 90 82 83 74 56 92 77 
90 76 52 83 93 58 95 54 96 
90 96 77 64 51 86 58 90 79 


