
2
8


50 79 
70 70 
66 81 
73 54 
63 87 
68 90 
88 74 
68 75 


64 88 71 87 81 72 68 91 
99 78 69 99 66 97 78 64 
53 77 62 80 74 58 93 57 
68 50 55 67 57 53 55 58 
89 98 85 75 62 72 66 66 
51 79 96 90 57 93 80 99 
82 55 74 57 63 56 72 50 
97 95 90 54 55 98 74 77 

59 61 73 84 56 65 71 97 
77 54 89 73 54 54 78 81 
74 65 77 76 78 84 84 60 
54 66 98 52 89 58 51 60 
63 51 69 57 64 58 80 70 
60 90 84 84 51 86 75 58 
76 75 58 59 73 71 71 93 
64 68 89 75 62 76 57 62 


