
4
9


66 70 51 75 
79 59 96 98 
71 59 61 74 
86 90 87 83 
73 93 64 57 
63 96 74 55 
70 71 59 92 
96 92 86 76 
78 50 88 53 


61 67 92 64 90 76 87 68 83 
67 91 73 89 95 77 75 98 76 
61 92 67 90 65 69 97 90 93 
68 83 76 92 71 86 76 82 91 
56 94 52 66 55 74 96 64 59 
62 94 67 92 60 87 71 65 93 
75 82 99 77 89 82 87 69 89 
93 97 62 92 72 74 50 81 88 
98 85 67 61 84 91 74 66 56 

65 80 67 76 77 95 58 68 98 
92 92 76 93 69 70 75 86 71 
60 75 69 58 66 59 85 56 76 
58 51 78 79 97 79 55 54 87 
81 76 71 58 88 58 91 99 50 
60 89 72 64 51 87 71 63 54 
75 97 51 74 94 74 95 77 56 
59 77 82 91 82 63 81 51 90 
70 84 76 94 80 63 80 79 99 

78 93 60 62 88 68 92 53 69 
88 63 99 52 52 65 60 98 73 
87 64 67 88 93 90 92 53 55 
79 57 85 94 81 67 94 72 57 
83 82 51 98 95 80 93 79 83 
79 73 90 80 95 57 86 80 97 
76 81 81 59 55 61 92 84 78 
56 52 88 80 87 74 78 69 51 
81 74 96 78 59 75 59 52 83 

71 92 84 69 51 68 75 97 54 
63 77 84 80 88 93 79 74 79 
77 50 99 90 71 50 85 76 57 
56 93 73 86 89 59 86 63 51 
82 88 98 81 88 56 75 80 70 
93 65 87 90 90 64 74 92 91 
61 82 82 81 78 55 88 57 51 
89 72 50 93 50 53 59 71 98 
80 53 90 93 51 93 58 63 80 


