
6
11


74 90 85 88 68 98 
99 50 56 69 64 87 
83 63 60 78 59 99 
59 91 51 78 79 72 
82 76 88 56 75 63 
80 59 87 56 56 96 
68 68 72 79 86 97 
89 98 53 88 73 58 
88 76 81 70 92 83 
50 99 97 61 60 82 
83 73 86 90 68 89 


51 52 67 54 95 70 53 53 98 84 71 
88 57 71 85 88 77 98 85 84 69 60 
95 53 62 75 77 69 82 94 77 73 79 
69 64 81 89 72 99 58 87 64 68 91 
72 70 77 64 50 96 59 98 51 87 87 
82 81 70 63 91 71 73 94 95 50 74 
60 93 61 53 75 84 64 54 56 56 95 
70 93 52 56 67 63 95 52 95 52 92 
54 65 54 81 89 88 60 76 81 77 81 
64 64 60 56 65 62 84 94 98 59 75 
67 98 53 50 90 70 95 64 73 85 98 

94 59 56 64 96 62 54 88 96 89 51 
85 96 89 72 95 71 88 52 60 84 88 
91 90 52 56 64 70 75 50 95 67 95 
55 92 50 76 86 64 84 78 95 58 72 
54 58 93 87 52 58 69 55 77 53 51 
73 52 81 86 90 56 63 70 82 66 56 
96 51 79 83 51 86 97 77 72 83 50 
96 98 52 50 93 85 98 56 70 83 95 
65 69 89 74 57 76 87 82 64 94 79 
63 81 82 52 89 91 51 90 90 80 71 
91 76 64 72 84 51 88 51 91 96 92 

61 63 63 88 70 62 60 94 82 80 76 
80 63 82 53 74 75 59 80 97 69 62 
89 72 63 77 55 86 74 52 90 55 56 
84 85 89 84 74 52 75 69 57 93 73 
83 52 52 60 91 67 70 54 50 57 70 
84 58 65 97 74 67 86 81 56 71 99 
87 95 56 84 67 83 80 74 83 92 53 
67 89 77 92 97 80 71 78 83 84 96 
69 88 88 69 54 64 54 96 79 77 99 
88 82 72 97 82 61 65 57 89 79 64 
84 85 56 79 74 51 90 91 62 68 71 

61 87 91 68 91 51 90 66 78 84 67 
75 94 96 88 96 84 89 73 87 55 71 
76 53 77 59 91 85 74 75 55 93 57 
98 81 93 78 85 90 96 81 76 65 65 
84 85 94 75 66 67 60 94 81 93 95 
61 56 74 82 70 61 87 69 72 95 95 
61 80 67 90 58 62 99 81 96 50 81 
78 51 76 72 96 86 63 54 78 61 65 
86 78 88 58 89 64 87 51 99 51 64 
77 77 59 87 83 94 80 72 50 97 99 
57 79 86 89 62 80 91 68 52 87 60 

59 56 57 54 81 61 67 77 69 94 68 
63 77 72 99 97 59 74 56 95 56 71 
86 67 80 53 85 60 73 86 62 78 72 
59 55 67 90 85 92 57 87 75 55 55 
86 81 83 91 55 66 68 93 59 74 67 
89 90 59 86 93 76 58 72 62 73 97 
67 65 90 79 95 62 68 76 82 64 80 
84 87 99 89 94 91 83 56 51 52 83 
70 81 85 51 77 69 94 57 83 66 88 
93 98 61 97 56 77 86 74 56 60 93 
95 94 95 67 69 60 77 69 63 74 60 

92 99 56 84 72 95 79 77 65 51 51 
92 97 81 97 66 79 51 89 55 81 70 
51 84 91 99 80 84 85 94 97 70 88 
69 97 68 93 89 94 79 71 74 57 60 
67 77 79 68 80 92 69 82 90 61 58 
66 78 76 81 67 67 54 76 99 52 53 
72 61 74 73 83 95 64 53 91 74 79 
73 78 71 94 50 91 66 99 95 96 56 
55 94 80 75 71 95 64 50 81 66 75 
87 94 61 92 56 74 97 83 53 98 54 
87 64 93 91 94 97 57 66 76 70 50 


