
4
10


70 99 88 61 
52 81 76 99 
85 56 80 78 
71 94 53 75 
79 58 63 96 
63 86 66 50 
58 98 52 89 
91 76 57 82 
81 57 68 72 
63 79 69 81 


94 77 99 77 79 97 91 64 69 71 
83 80 85 53 73 79 93 83 75 98 
93 91 53 84 60 91 85 62 69 94 
57 78 73 72 58 75 66 79 61 54 
64 50 52 60 51 93 84 54 79 90 
56 53 92 84 98 71 58 97 80 97 
69 97 50 60 56 75 67 87 55 86 
51 86 67 77 91 54 50 57 64 59 
95 83 53 71 70 90 87 77 75 62 
77 84 88 79 64 80 85 78 72 55 

93 75 53 96 66 78 50 97 84 78 
80 62 56 50 93 76 95 52 64 50 
86 53 67 70 73 70 57 99 52 78 
66 90 58 72 90 72 64 87 96 68 
58 76 94 86 59 89 97 76 82 93 
70 83 82 71 86 81 72 67 57 75 
58 89 99 61 71 89 97 51 79 89 
67 73 55 50 74 52 72 83 61 83 
78 80 92 52 60 68 99 99 55 50 
87 94 91 76 73 61 86 92 88 54 

82 62 86 69 64 90 88 96 68 56 
65 88 89 89 62 61 63 55 84 61 
69 74 66 89 75 88 63 55 50 87 
95 81 87 86 66 85 86 77 50 55 
52 55 75 79 63 82 99 73 80 88 
86 89 57 85 65 73 70 94 93 67 
56 62 61 92 52 82 88 69 97 64 
82 79 64 98 54 89 61 97 62 83 
83 97 98 93 98 79 97 58 86 96 
95 53 79 60 52 96 68 87 78 51 

90 60 63 85 80 79 78 72 78 86 
79 54 79 90 79 97 80 69 53 97 
97 94 81 64 77 73 97 87 51 81 
77 55 99 94 81 83 59 51 92 50 
50 59 88 50 77 77 62 89 88 62 
77 56 63 81 75 54 91 88 96 58 
94 72 84 68 86 59 72 79 99 53 
86 55 55 58 62 63 66 86 71 63 
72 96 75 96 63 67 74 69 68 55 
50 89 63 53 71 80 76 88 94 55 


