
2
8


82 52 
90 99 
81 51 
81 92 
81 51 
50 52 
66 68 
89 67 


66 89 88 97 71 89 59 61 
78 58 54 78 72 66 72 82 
95 64 73 72 91 64 76 95 
85 71 86 80 56 65 59 80 
50 98 72 81 73 70 58 97 
97 62 58 97 59 53 68 72 
72 52 59 84 83 64 92 78 
80 95 99 91 88 67 53 72 

96 73 97 96 71 61 76 63 
75 57 52 66 83 96 67 89 
82 61 68 58 67 51 61 75 
91 96 53 51 58 75 82 59 
50 52 93 66 82 68 73 91 
57 70 89 96 91 93 92 77 
89 80 99 53 99 50 97 75 
61 64 56 53 78 83 83 92 


