0,40,63,39,87,17,6,25,49,21,46,0
0,15,20,16,8,3,16,19,17,19,9,0
0,107,113,110,154,100,66,55,111,67,100,154
0,115,123,118,158,102,74,65,120,77,105,158
0,6,19,18,17,20,13,7,11,6,19,0
0,0.75,1.9,2.25,4.25,10,1.625,0.7,1.2222,0.6,3.8,0
0,9,8,10,8,2,9,4,5,8,2,0
0,0,5,6,8,2,2,10,7,5,7,0
0,8,0,10,7,4,8,10,8,3,7,0
0,4,3,0,8,8,2,8,5,7,4,0
0,6,4,4,0,6,6,5,7,5,2,0
0,8,3,5,9,0,9,9,8,3,3,0
0,6,2,4,6,10,0,7,4,7,5,0
0,4,2,8,8,5,8,0,2,5,10,0
0,8,10,10,10,6,6,10,0,8,8,0
0,7,5,4,7,10,6,8,4,0,3,0
0,2,4,9,9,3,10,8,5,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0
