0,21,22,46,18,42,52,41,44,34,14,13,22,31,22,40,0
0,12,2,6,9,4,10,2,20,15,13,13,17,20,10,18,0
0,148,146,184,152,173,189,175,172,167,140,136,159,154,160,171,0
0,150,147,185,153,174,190,176,174,169,142,138,161,156,161,173,0
0,2,15,16,20,9,3,9,14,15,3,20,12,19,7,15,0
0,1.0,15.0,16.0,20.0,9.0,3.0,9.0,7.0,7.5,1.5,10.0,6.0,9.5,7.0,7.5,0
0,10,33,8,49,38,93,6,85,11,91,67,86,86,3,67,0
0,5,4,2,7,5,6,8,6,10,3,10,3,6,6,8,0
0,0,10,2,8,5,5,2,5,9,6,9,8,9,8,5,0
0,2,0,8,3,10,10,3,7,4,2,10,3,2,5,4,0
0,4,10,0,5,9,8,9,6,3,3,4,5,7,3,4,0
0,7,6,6,0,3,10,6,3,10,2,6,9,2,8,3,0
0,8,9,10,9,0,4,10,7,5,9,5,6,2,6,2,0
0,8,4,4,9,4,0,10,8,2,7,7,4,8,9,8,0
0,10,4,3,4,3,2,0,2,2,5,5,2,9,9,8,0
0,7,10,7,10,5,8,9,0,2,8,2,7,10,10,6,0
0,8,8,6,8,5,9,4,7,0,3,6,7,10,8,6,0
0,7,10,5,3,7,6,8,2,10,0,7,8,8,2,4,0
0,3,6,2,8,10,3,10,6,8,5,0,10,5,6,5,0
0,4,8,5,9,8,8,5,3,3,5,7,0,9,10,3,0
0,9,8,10,9,3,6,3,6,4,4,6,2,0,10,9,0
0,5,2,7,10,6,3,5,9,10,8,4,9,6,0,3,0
0,7,5,8,7,10,4,8,9,9,5,6,4,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
