0,143,60,67,137,54,4,50,137,26,131,86,24,47,134,134,0
0,10,10,17,4,17,20,14,11,2,8,5,15,14,5,16,0
0,163,126,94,152,109,34,74,158,88,187,136,49,113,149,183,187
0,168,131,103,154,118,44,81,164,89,191,139,57,120,152,191,191
0,13,10,7,12,16,17,4,17,6,8,5,17,7,18,12,0
0,2.6,2,0.77778,6,1.7778,1.7,0.57143,2.8333,6,2,1.6667,2.125,1,6,1.5,0
0,7,2,6,5,2,10,9,10,9,9,5,2,8,8,3,0
0,0,6,9,3,10,9,4,3,7,9,4,4,6,3,4,0
0,8,0,2,5,9,8,3,5,8,5,2,9,8,4,9,0
0,10,4,0,5,10,5,8,5,5,4,8,10,3,5,10,0
0,7,10,5,0,9,10,7,10,5,2,8,9,3,8,9,0
0,6,4,10,10,0,9,6,9,5,2,9,2,2,9,6,0
0,5,6,8,6,5,0,7,7,3,8,3,9,5,6,3,0
0,4,10,10,4,5,2,0,2,9,10,10,2,6,10,9,0
0,8,5,7,4,10,7,10,0,3,3,8,7,2,7,4,0
0,10,3,10,9,3,2,6,8,0,8,3,2,5,10,6,0
0,2,4,10,2,5,5,9,8,7,0,10,7,8,8,3,0
0,7,9,8,9,6,4,5,7,4,7,0,6,3,5,8,0
0,3,3,4,3,8,4,6,5,7,10,8,0,2,6,9,0
0,4,4,10,5,9,5,7,8,4,5,9,10,0,5,10,0
0,5,4,10,5,10,2,10,8,10,7,9,4,6,0,8,0
0,4,10,2,8,8,8,4,4,9,7,10,4,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
