0,1,3,4,5,9,2,1,11,10,2,8,9,11,7,4,0
0,7,19,2,12,6,16,11,18,16,12,2,16,6,14,4,0
0,155,135,161,148,180,170,158,156,175,179,179,176,162,146,150,180
0,158,141,162,152,182,175,162,162,180,183,180,181,164,151,152,183
0,18,13,14,9,10,19,11,11,16,14,20,2,15,13,8,0
0,6,2.1667,14,2.25,5,3.8,2.75,1.8333,3.2,3.5,20,0.4,7.5,2.6,4,0
0,2,3,10,7,10,10,3,6,8,10,5,4,3,6,8,0
0,0,2,2,10,5,3,6,10,9,6,6,9,7,5,8,0
0,10,0,4,10,4,6,6,9,8,2,2,7,5,2,10,0
0,6,10,0,3,5,9,8,9,9,7,4,10,4,9,3,0
0,4,8,4,0,9,6,3,4,9,5,6,7,5,8,2,0
0,10,7,2,2,0,9,10,3,10,2,8,8,8,7,4,0
0,6,10,10,2,10,0,4,7,10,3,6,4,9,3,5,0
0,4,2,9,5,9,5,0,9,2,7,2,10,5,8,6,0
0,6,4,2,10,9,10,9,0,6,3,9,7,6,3,9,0
0,2,3,8,3,9,6,8,6,0,6,6,8,2,6,3,0
0,3,8,10,4,6,5,4,7,2,0,3,5,10,5,10,0
0,3,10,3,9,2,7,2,7,8,9,0,5,8,2,9,0
0,3,6,9,9,3,10,7,7,6,8,2,0,6,3,7,0
0,6,3,2,3,7,10,5,4,2,5,5,6,0,9,10,0
0,4,10,6,3,3,7,10,4,4,4,6,7,8,0,2,0
0,9,5,7,10,7,10,3,4,3,2,6,4,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
