0,1,29,10,35,32,7,8,35,49,41,0
0,15,8,10,3,8,13,10,9,8,19,0
0,30,102,63,103,60,80,73,93,143,121,143
0,41,108,70,106,66,90,80,100,149,135,149
0,7,13,15,8,9,18,13,4,7,5,0
0,0.63636,2.1667,2.1429,2.6667,1.5,1.8,1.8571,0.57143,1.1667,0.35714,0
0,10,10,9,10,2,3,10,9,4,7,0
0,0,6,6,6,9,9,9,8,9,9,0
0,9,0,7,7,6,2,5,4,10,2,0
0,3,3,0,3,8,5,6,7,10,8,0
0,5,2,6,0,6,4,9,8,7,5,0
0,8,8,4,4,0,6,10,10,10,3,0
0,7,7,8,6,3,0,5,6,6,5,0
0,2,3,3,3,4,3,0,10,5,7,0
0,7,9,3,4,7,7,5,0,6,5,0
0,7,4,5,8,7,6,7,6,0,8,0
0,6,6,7,9,4,3,9,6,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
