0,14,31,28,11,12,12,11,31,21,9,0
0,14,12,9,16,15,11,2,18,3,11,0
0,114,140,142,93,112,132,124,116,141,134,142
0,124,149,149,105,123,140,126,129,144,142,149
0,18,13,18,17,7,4,9,20,13,3,0
0,1.8,1.4444,2.5714,1.4167,0.63636,0.5,4.5,1.5385,4.3333,0.375,0
0,9,2,4,8,3,8,8,9,7,8,0
0,0,6,2,8,10,7,5,3,3,6,0
0,7,0,5,6,9,6,10,8,5,4,0
0,2,8,0,4,8,10,7,8,5,10,0
0,4,4,6,0,5,7,3,6,3,2,0
0,9,7,4,7,0,7,2,6,4,8,0
0,7,5,7,4,6,0,5,10,2,7,0
0,6,2,5,7,6,2,0,9,2,10,0
0,2,6,7,10,4,10,2,0,8,9,0
0,6,9,4,3,6,4,10,6,0,3,0
0,10,2,6,2,2,4,2,5,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0
