6
120

171 125 143 167 135 159 
164 134 167 128 145 151 
160 129 128 167 152 169 
131 128 135 131 133 151 
137 167 151 134 150 141 
136 155 132 133 160 174 
172 128 169 139 146 144 
128 144 128 154 169 153 
145 142 133 152 169 127 
135 143 125 154 163 166 
149 170 148 131 164 149 
170 133 161 134 156 151 
126 164 161 148 158 130 
125 141 140 164 158 126 
128 162 133 147 154 160 
156 156 168 128 150 129 
174 154 152 167 154 167 
148 135 174 129 144 153 
140 173 157 138 165 172 
146 160 174 158 139 158 
128 164 142 143 149 138 
165 128 157 154 139 132 
136 162 127 154 147 166 
161 149 134 156 165 132 
138 128 168 160 170 158 
146 171 125 164 151 132 
144 174 150 173 167 167 
126 135 155 161 147 152 
149 153 132 169 140 139 
149 136 140 148 155 157 
169 171 157 169 148 140 
159 137 140 171 127 139 
153 155 150 170 143 129 
149 136 162 169 146 167 
140 132 144 174 174 125 
159 163 159 152 165 128 
130 133 156 166 156 134 
145 135 126 137 158 171 
140 156 145 130 158 170 
149 161 138 142 127 131 
163 139 139 148 146 170 
159 134 125 146 148 137 
130 146 167 153 136 139 
159 144 156 161 150 141 
171 136 142 167 129 171 
156 139 168 162 128 138 
136 170 144 126 165 142 
143 144 132 131 135 138 
129 129 171 143 159 173 
136 133 142 133 137 154 
165 159 141 141 141 133 
168 141 134 130 133 158 
135 143 143 147 127 170 
168 148 136 159 129 141 
169 161 129 137 162 152 
142 133 169 165 172 153 
160 127 160 156 162 141 
173 144 137 148 173 167 
149 153 161 152 164 148 
130 150 136 145 144 146 
173 148 145 139 173 151 
159 153 174 138 154 132 
173 129 131 159 170 163 
129 144 151 148 162 158 
163 139 169 162 143 150 
143 130 151 125 160 161 
135 166 126 169 164 158 
166 126 170 167 144 155 
161 129 163 132 134 152 
174 149 172 146 136 150 
131 140 138 172 158 147 
149 158 132 153 132 165 
136 135 162 134 131 144 
158 130 172 167 132 147 
155 159 159 148 169 166 
155 142 149 139 128 140 
164 164 135 155 160 145 
134 147 149 136 136 144 
137 135 133 134 154 159 
172 141 130 150 129 160 
148 129 128 160 130 152 
145 158 164 125 156 134 
136 127 140 130 172 166 
173 172 141 161 152 125 
141 143 137 149 146 136 
140 166 161 146 173 165 
135 125 155 133 160 141 
128 125 134 169 171 157 
165 173 125 159 143 141 
147 158 168 135 149 135 
142 154 164 159 140 164 
145 160 150 150 133 131 
132 167 158 131 129 125 
155 163 170 142 144 171 
173 155 155 140 157 163 
150 156 172 125 161 125 
168 125 148 143 169 140 
174 174 126 164 134 163 
140 143 151 151 157 150 
137 147 130 153 135 135 
155 125 156 145 169 160 
149 135 135 170 128 171 
174 140 159 164 147 125 
166 156 128 154 130 126 
131 165 161 145 135 135 
138 160 164 142 155 145 
166 165 152 162 152 161 
166 146 172 125 151 162 
164 162 139 139 160 174 
133 132 152 159 165 129 
132 150 125 163 174 165 
174 145 153 140 147 154 
142 172 167 125 155 130 
164 137 134 169 168 144 
133 155 151 159 131 136 
152 160 149 170 149 159 
148 142 148 137 160 167 
144 130 135 171 159 148 
130 165 145 147 143 171 
170 168 168 172 130 139 

58 77 62 64 97 90 79 63 72 51 76 73 79 59 59 83 90 79 58 72 99 58 54 82 70 96 51 68 92 67 80 58 98 57 82 75 88 98 96 88 99 63 67 66 58 60 65 82 65 63 97 79 90 89 92 57 70 92 78 97 98 81 97 54 85 70 52 65 77 98 65 92 95 64 60 82 88 60 88 70 76 54 96 55 62 91 78 70 87 51 77 75 87 82 63 61 53 60 85 57 64 70 77 96 61 62 70 59 96 89 92 57 92 55 91 69 98 99 62 61 
64 70 77 96 61 62 70 59 96 89 92 57 92 55 91 69 98 99 62 61 83 71 55 99 52 50 64 52 73 81 83 71 59 86 93 94 95 63 59 81 79 64 64 57 89 72 81 72 59 94 53 52 59 71 94 59 81 58 98 56 87 60 85 89 85 54 63 91 61 85 73 63 72 96 85 92 89 90 70 84 95 73 97 99 58 80 93 77 90 80 71 65 94 74 61 58 97 79 77 52 51 52 59 57 65 54 82 68 67 72 51 88 86 67 72 98 98 59 58 66 
51 52 59 57 65 54 82 68 67 72 51 88 86 67 72 98 98 59 58 66 62 58 84 86 84 56 93 84 86 63 59 64 66 71 57 51 52 85 73 65 72 54 56 72 78 84 80 63 83 92 88 51 50 67 87 84 70 83 61 99 84 57 95 62 99 67 63 82 50 54 63 96 87 74 95 72 80 85 69 77 66 78 57 76 93 81 71 59 61 92 92 56 53 92 73 51 75 83 72 72 72 60 76 71 50 52 83 79 80 58 80 92 90 71 89 61 68 61 98 94 
72 60 76 71 50 52 83 79 80 58 80 92 90 71 89 61 68 61 98 94 83 59 88 76 89 65 82 89 77 84 85 84 64 73 73 52 59 81 83 82 82 75 51 95 54 96 73 54 85 87 62 99 74 82 61 78 88 75 74 81 73 64 59 73 68 59 93 67 91 93 54 50 77 87 75 92 60 65 98 55 91 70 58 78 56 89 99 53 60 59 79 83 76 64 54 63 85 53 97 56 66 58 57 92 79 77 91 62 68 61 83 99 98 75 51 70 79 51 85 51 
