0,6,6,4,6,3,5,3,6,2,8,0
0,5,6,5,4,17,2,12,14,3,7,0
0,83,81,81,85,84,85,80,84,72,83,0
0,84,82,82,86,86,86,82,86,73,84,0
0,4,14,4,4,14,16,11,11,19,5,0
0,4.0,14.0,4.0,4.0,7.0,16.0,5.5,5.5,19.0,5.0,0
0,25,8,76,88,78,24,83,89,61,56,0
0,5,7,3,8,4,5,4,6,3,10,0
0,0,4,10,10,6,8,10,9,2,5,0
0,7,0,10,6,3,3,2,2,3,4,0
0,8,4,0,2,10,6,3,3,2,3,0
0,6,2,4,0,8,6,10,5,3,10,0
0,8,6,5,6,0,6,2,3,3,9,0
0,3,5,4,4,8,0,8,4,3,2,0
0,6,6,5,7,8,6,0,9,3,2,0
0,2,2,9,3,5,2,5,0,2,7,0
0,10,4,5,4,6,9,2,8,0,6,0
0,9,8,3,2,4,8,6,9,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
