0,58,102,37,99,25,41,106,79,56,90,0
0,17,8,10,10,15,13,8,16,13,17,0
0,85,120,109,117,101,76,131,105,81,120,131
0,101,128,118,126,115,88,139,120,93,136,139
0,6,14,13,13,15,17,5,8,3,7,0
0,0.375,1.75,1.4444,1.4444,1.0714,1.4167,0.625,0.53333,0.25,0.4375,0
0,2,2,5,4,4,4,1,2,2,4,0
0,9,4,2,4,10,7,4,2,2,8,0
0,0,4,7,6,6,4,9,4,8,4,0
0,10,0,3,7,7,8,8,2,5,2,0
0,2,9,0,3,3,5,6,7,4,5,0
0,10,10,2,0,4,3,5,10,9,7,0
0,3,6,9,7,0,3,7,6,4,8,0
0,3,10,4,8,3,0,2,4,3,2,0
0,10,3,8,6,6,8,0,3,3,7,0
0,5,6,4,5,2,6,4,0,9,5,0
0,4,8,3,5,10,4,8,9,0,5,0
0,10,2,6,8,4,10,3,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
