2
120

56 56 
60 86 
67 75 
97 67 
84 70 
78 92 
64 52 
64 70 
77 83 
58 93 
60 92 
79 92 
82 94 
95 63 
96 72 
65 78 
91 95 
67 87 
74 51 
98 84 
73 71 
65 88 
57 80 
83 71 
77 53 
80 62 
83 55 
86 52 
72 82 
80 98 
91 71 
75 80 
82 88 
97 84 
60 98 
54 80 
60 72 
55 52 
86 56 
66 72 
72 58 
53 54 
63 60 
89 54 
58 71 
55 59 
59 86 
66 97 
80 60 
61 79 
63 90 
73 90 
86 85 
84 99 
93 90 
93 68 
82 98 
82 61 
75 54 
73 86 
64 99 
72 94 
80 54 
68 61 
78 83 
91 90 
82 66 
55 90 
86 89 
69 85 
98 65 
81 95 
66 96 
93 75 
53 91 
60 81 
79 73 
58 90 
61 59 
84 94 
94 87 
59 50 
81 67 
73 83 
84 57 
84 91 
69 91 
59 82 
91 77 
52 79 
94 84 
90 54 
67 69 
69 94 
54 67 
88 84 
57 50 
99 87 
94 53 
99 89 
96 57 
74 97 
94 70 
88 57 
74 74 
89 96 
60 96 
87 92 
66 71 
70 99 
85 74 
51 61 
90 68 
53 73 
66 96 
51 50 
71 58 
80 71 
76 90 
71 67 

84 72 76 79 55 74 97 53 77 76 77 85 67 99 62 96 65 54 74 95 79 50 78 54 69 87 65 81 63 58 84 86 76 85 69 65 82 80 57 75 69 78 57 59 97 99 93 66 96 89 58 74 56 86 59 90 68 75 79 65 79 76 60 60 94 55 52 62 88 90 53 51 67 81 89 63 75 64 78 51 93 61 68 80 98 74 65 65 99 65 55 77 73 91 67 60 79 76 86 99 60 60 50 79 76 84 98 64 99 98 72 57 72 57 68 59 57 92 60 69 
60 60 50 79 76 84 98 64 99 98 72 57 72 57 68 59 57 92 60 69 68 91 69 78 53 58 64 87 92 81 80 93 91 92 69 92 54 68 97 83 67 95 93 75 76 70 59 87 64 65 50 83 53 72 55 77 88 53 71 65 51 60 52 61 92 71 90 67 77 63 79 59 56 51 67 93 61 98 80 56 95 52 84 92 82 89 78 79 75 62 56 75 60 67 68 65 81 67 73 54 88 63 71 78 76 58 55 68 98 91 80 54 72 93 96 97 87 93 86 61 
88 63 71 78 76 58 55 68 98 91 80 54 72 93 96 97 87 93 86 61 52 80 99 67 51 71 96 51 89 68 91 54 82 90 63 64 67 83 56 70 91 79 76 87 77 60 84 85 95 50 61 82 53 71 80 95 92 53 79 53 85 66 93 54 67 72 83 50 69 70 65 88 80 52 63 60 50 88 78 83 72 57 89 61 50 57 84 96 87 81 96 52 78 71 52 98 68 74 56 57 56 87 82 63 53 67 71 72 85 64 90 91 76 74 84 54 71 93 68 51 
56 87 82 63 53 67 71 72 85 64 90 91 76 74 84 54 71 93 68 51 82 52 67 61 66 52 64 87 62 89 70 91 86 87 95 51 78 57 51 95 95 69 53 53 55 64 80 72 60 59 71 91 84 93 66 98 95 99 64 65 95 95 88 91 94 58 54 77 92 57 57 87 95 78 51 73 77 80 67 69 95 69 59 60 76 71 66 64 60 89 66 82 62 94 85 74 93 50 64 62 74 86 84 87 78 60 83 98 85 71 78 68 93 54 56 84 59 52 64 98 
74 86 84 87 78 60 83 98 85 71 78 68 93 54 56 84 59 52 64 98 73 98 61 92 61 94 79 82 67 84 61 66 83 70 83 67 89 92 66 94 95 52 53 60 64 84 70 98 76 62 96 95 92 80 52 77 93 64 92 54 71 94 66 90 77 89 76 56 54 73 81 73 71 51 62 76 84 71 71 64 71 73 80 54 69 62 70 50 67 97 68 80 53 55 99 84 92 53 57 95 97 79 96 65 86 74 79 99 99 64 77 70 63 77 75 70 55 64 58 79 
97 79 96 65 86 74 79 99 99 64 77 70 63 77 75 70 55 64 58 79 80 79 70 64 96 56 94 71 93 86 78 71 93 76 90 63 87 73 94 53 82 62 60 93 70 82 85 51 59 97 96 83 61 93 74 78 88 57 95 69 53 56 63 69 73 67 80 89 97 58 94 61 57 64 75 96 52 54 90 80 62 74 50 51 84 84 55 58 91 97 53 77 75 85 74 72 77 84 90 80 67 73 55 53 82 54 74 61 68 87 93 87 96 86 52 69 91 79 77 98 
67 73 55 53 82 54 74 61 68 87 93 87 96 86 52 69 91 79 77 98 50 74 66 86 54 75 93 75 96 84 58 55 52 55 77 51 75 99 97 72 60 62 89 50 53 59 68 81 79 80 98 79 92 95 78 71 97 79 80 82 81 69 95 91 88 70 94 58 98 56 70 79 68 63 61 81 95 55 95 95 52 94 76 94 60 65 60 77 84 50 55 88 75 55 92 89 65 98 68 96 71 56 97 95 95 74 80 75 93 71 68 58 88 86 86 94 55 99 86 69 
71 56 97 95 95 74 80 75 93 71 68 58 88 86 86 94 55 99 86 69 65 95 72 95 86 89 76 94 69 87 92 59 63 97 73 93 75 74 91 59 68 85 85 76 55 77 52 80 97 71 84 64 62 90 89 57 84 99 96 61 56 76 87 94 96 90 77 50 86 70 85 78 66 96 80 57 83 75 56 68 61 80 54 86 50 82 66 86 82 90 59 54 99 85 58 78 70 54 90 94 91 77 71 95 71 91 78 85 70 88 84 53 58 61 95 64 95 73 95 93 
91 77 71 95 71 91 78 85 70 88 84 53 58 61 95 64 95 73 95 93 76 69 79 51 99 77 64 89 95 66 66 62 69 51 75 60 98 90 62 91 77 88 74 98 97 66 75 97 59 73 88 88 61 77 81 81 63 88 91 79 82 54 91 90 64 70 56 73 77 56 74 87 61 56 65 57 80 75 99 78 65 52 97 90 98 95 71 87 62 83 74 85 77 81 76 53 92 75 51 56 79 87 91 88 51 56 99 58 84 58 94 54 62 68 87 89 88 64 64 64 
79 87 91 88 51 56 99 58 84 58 94 54 62 68 87 89 88 64 64 64 80 68 87 97 97 69 75 83 99 83 65 87 60 99 93 95 52 89 52 87 59 62 98 71 54 80 66 57 74 74 78 64 96 54 66 55 85 72 69 60 97 59 98 89 59 58 98 67 59 57 97 60 76 88 95 60 62 61 87 53 85 64 79 78 50 72 93 86 94 87 99 75 71 79 56 82 55 58 83 54 65 62 51 60 96 54 56 97 81 88 61 53 85 62 84 65 99 91 60 80 
65 62 51 60 96 54 56 97 81 88 61 53 85 62 84 65 99 91 60 80 94 82 70 89 63 86 79 61 76 99 98 81 81 97 78 68 61 57 91 88 81 51 65 82 72 98 86 93 94 99 88 97 87 96 54 59 56 75 86 90 73 56 52 90 55 79 71 95 77 73 71 70 84 92 77 69 87 72 69 53 74 98 70 83 60 77 84 87 74 77 88 54 73 69 96 60 87 61 53 54 80 98 56 61 96 72 53 93 72 91 97 68 83 70 94 72 60 75 64 79 
80 98 56 61 96 72 53 93 72 91 97 68 83 70 94 72 60 75 64 79 87 74 99 50 82 62 80 74 82 86 83 88 69 80 54 62 55 57 67 53 55 67 64 90 93 89 72 83 54 66 51 74 73 74 59 64 67 82 82 70 54 55 93 61 85 53 76 79 82 57 87 53 95 71 81 65 51 87 88 79 59 51 89 88 79 63 96 61 58 74 68 62 55 99 86 65 97 52 92 93 95 90 95 95 99 82 60 93 89 94 62 85 66 74 72 94 68 59 51 85 
