0,41,65,54,45,5,12,56,49,62,10,0
0,4,14,2,12,18,3,15,5,17,4,0
0,111,146,104,67,78,48,137,118,119,39,146
0,115,159,106,78,95,51,151,123,135,43,159
0,17,7,12,3,9,7,6,19,2,12,0
0,4.25,0.53846,6,0.27273,0.52941,2.3333,0.42857,3.8,0.125,3,0
0,3,8,3,6,9,4,10,3,7,10,0
0,0,2,3,3,4,8,8,6,4,6,0
0,7,0,2,8,7,5,2,7,2,2,0
0,4,6,0,4,5,9,8,10,10,6,0
0,9,10,2,0,4,2,3,10,4,8,0
0,8,7,9,8,0,5,2,3,7,2,0
0,8,3,9,10,4,0,8,9,7,7,0
0,5,5,5,10,6,10,0,2,8,8,0
0,7,7,4,10,9,8,4,0,4,2,0
0,3,6,8,7,2,4,6,7,0,9,0
0,8,6,7,3,6,6,8,2,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0
