0,65,31,41,45,25,66,44,39,11,29,0
0,8,20,20,8,2,8,20,20,3,19,0
0,145,135,71,115,36,94,149,77,30,91,149
0,153,153,89,123,38,102,167,95,33,109,167
0,8,6,8,11,11,15,5,4,7,18,0
0,1,0.33333,0.44444,1.375,5.5,1.875,0.27778,0.22222,2.3333,1,0
0,4,2,7,9,9,7,10,4,6,10,0
0,0,3,4,9,3,7,10,9,8,2,0
0,10,0,8,3,5,10,9,9,3,4,0
0,8,9,0,4,4,3,8,8,10,4,0
0,10,9,10,0,2,8,5,5,10,7,0
0,10,8,6,9,0,9,8,8,3,7,0
0,9,4,6,8,3,0,10,2,10,7,0
0,6,3,6,7,4,3,0,8,10,6,0
0,10,4,8,4,3,2,9,0,8,3,0
0,2,6,9,9,3,9,2,10,0,2,0
0,6,4,6,3,2,6,5,6,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0
