0,59,44,10,26,72,33,73,70,15,40,0
0,8,13,9,14,9,13,4,7,16,6,0
0,77,66,29,50,93,57,97,86,41,64,0
0,78,68,30,52,94,59,98,87,43,65,0
0,12,3,11,11,19,15,18,15,9,17,0
0,12.0,1.5,11.0,5.5,19.0,7.5,18.0,15.0,4.5,17.0,0
0,69,2,60,98,18,62,73,24,50,21,0
0,9,5,8,10,3,9,5,9,6,8,0
0,0,2,8,9,3,5,5,6,7,4,0
0,10,0,4,6,4,7,10,7,7,5,0
0,8,9,0,10,6,9,7,6,7,3,0
0,10,6,8,0,9,6,4,9,3,7,0
0,7,2,8,8,0,2,8,8,8,2,0
0,4,6,6,6,4,0,2,2,7,9,0
0,3,4,10,4,9,6,0,7,7,5,0
0,7,2,6,10,5,3,2,0,3,3,0
0,10,3,4,6,9,2,10,2,0,8,0
0,2,4,2,3,9,2,9,2,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0
