0,16,21,43,37,13,20,43,33,37,6,0
0,11,16,5,13,18,9,5,3,7,8,0
0,69,78,99,93,73,74,103,89,96,60,103
0,71,80,100,95,75,75,104,90,97,61,104
0,13,2,11,7,18,20,10,14,2,17,0
0,6.5,1.0,11.0,3.5,9.0,20.0,10.0,14.0,2.0,17.0,0
0,4,1,5,4,5,10,4,5,1,2,0
0,3,2,9,9,5,10,3,9,5,6,0
0,0,3,4,7,9,3,2,9,10,2,0
0,8,0,4,8,7,5,7,5,7,6,0
0,5,9,0,8,9,7,4,9,3,9,0
0,4,6,10,0,4,3,9,2,9,4,0
0,6,5,6,7,0,3,4,5,10,3,0
0,5,2,3,7,8,0,5,3,2,7,0
0,3,4,3,10,3,8,0,10,10,9,0
0,3,4,2,6,4,5,6,0,3,9,0
0,8,3,7,10,4,7,2,4,0,4,0
0,9,6,4,6,8,6,3,6,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0
