0,93,46,10,55,24,46,1,26,26,29,0
0,11,5,19,4,17,20,17,18,12,16,0
0,148,101,56,89,62,116,34,81,64,64,0
0,152,103,62,91,68,122,40,87,68,69,0
0,4,8,11,6,15,16,7,3,18,11,0
0,1.0,4.0,1.8333,3.0,2.5,2.6667,1.1667,0.5,4.5,2.2,0
0,94,11,51,94,99,66,18,84,95,46,0
0,2,5,9,5,7,8,2,6,7,9,0
0,0,6,8,7,4,6,5,9,7,5,0
0,5,0,5,6,10,10,9,9,8,8,0
0,7,6,0,2,7,3,9,8,4,9,0
0,2,10,9,0,4,9,3,7,8,2,0
0,2,3,9,6,0,6,4,5,3,4,0
0,10,7,9,8,2,0,8,2,2,8,0
0,10,10,4,3,2,8,0,6,9,7,0
0,2,9,9,3,5,9,9,0,6,5,0
0,7,10,7,6,4,2,5,3,0,9,0
0,7,6,5,6,2,4,5,5,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0
