0,22,16,4,12,23,12,10,24,18,24,6,11,1,18,20,13,4,19,11,4,0
0,7,19,16,4,15,17,16,20,13,8,9,20,18,5,6,6,5,8,9,13,0
0,264,176,229,161,296,231,263,149,203,231,143,270,122,201,146,207,201,206,314,170,314
0,271,194,244,165,310,247,278,167,215,239,152,288,139,206,152,213,206,214,323,182,323
0,6,15,3,4,17,10,19,19,5,18,6,15,20,10,5,9,14,11,9,12,0
0,0.85714,0.83333,0.2,1,1.2143,0.625,1.2667,1.0556,0.41667,2.25,0.66667,0.83333,1.1765,2,0.83333,1.5,2.8,1.375,1,1,0
0,6,2,4,3,9,10,3,9,8,10,10,6,9,6,3,7,9,4,5,8,0
0,0,9,8,5,10,10,10,6,7,4,6,2,8,9,6,9,6,2,5,8,0
0,7,0,5,9,10,7,8,5,9,6,4,10,2,4,4,3,3,3,4,10,0
0,8,8,0,6,8,2,6,6,2,9,2,2,8,2,7,4,3,3,5,2,0
0,2,3,9,0,5,8,10,4,5,4,3,6,4,3,4,7,9,8,7,7,0
0,10,4,10,2,0,5,8,4,3,8,5,8,8,6,9,10,4,5,7,7,0
0,7,10,4,7,8,0,5,7,7,9,10,7,2,9,3,6,7,2,8,8,0
0,2,9,6,7,6,4,0,2,3,7,2,4,4,9,8,8,3,8,10,8,0
0,6,3,5,8,2,3,4,0,6,9,10,7,6,10,6,8,5,9,4,9,0
0,3,6,7,10,6,2,2,6,0,10,3,3,9,8,7,10,2,2,3,6,0
0,6,2,5,5,8,8,9,10,2,0,5,4,7,9,6,7,9,5,10,5,0
0,9,3,2,2,5,8,2,10,2,7,0,7,5,5,3,6,7,5,4,2,0
0,9,2,6,9,3,6,10,3,3,7,9,0,9,8,4,7,8,6,5,4,0
0,10,9,7,4,8,6,7,10,6,5,6,2,0,4,9,10,10,10,7,10,0
0,9,7,4,6,6,4,8,2,7,3,7,5,5,0,5,5,2,7,4,5,0
0,4,5,7,9,9,5,7,8,6,4,8,9,6,3,0,10,8,3,3,9,0
0,3,8,6,2,9,3,7,8,7,6,4,3,9,5,9,0,10,2,4,9,0
0,10,3,4,7,10,9,4,2,5,6,10,4,7,7,4,6,0,9,3,2,0
0,5,4,6,2,8,3,2,9,8,8,4,7,3,7,4,5,6,0,2,6,0
0,2,5,3,2,2,6,8,6,3,10,6,7,3,4,4,9,3,10,0,9,0
0,2,5,8,8,6,4,9,3,6,7,5,2,3,7,7,6,8,10,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
