
2
8


74 74 
91 58 
75 98 
70 62 
96 58 
57 85 
53 74 
69 70 


70 61 75 56 95 95 73 58 
71 85 66 65 92 81 96 98 
62 70 90 80 74 76 89 52 
81 84 64 83 73 66 60 58 
78 77 72 84 54 69 79 64 
79 83 64 80 87 90 83 66 
98 72 64 93 76 73 66 93 
75 83 74 59 60 86 61 97 

92 81 75 81 64 59 69 81 
51 73 63 54 94 60 57 74 
94 50 56 69 92 87 96 67 
94 78 82 92 95 86 96 82 
60 98 58 71 56 55 99 99 
81 87 81 78 91 59 78 94 
54 71 68 59 92 84 88 60 
79 55 64 85 59 56 97 83 


