
2
9


63 98 
86 79 
90 68 
64 86 
84 67 
95 85 
70 65 
51 75 
62 83 


96 76 96 67 57 58 82 78 82 
94 56 98 98 75 93 93 56 95 
82 90 61 61 88 61 59 81 84 
75 57 78 79 97 50 63 52 93 
79 64 86 74 51 79 83 93 97 
98 68 87 65 83 80 99 53 99 
73 84 96 51 93 83 58 98 58 
86 78 86 78 93 90 52 70 83 
84 90 78 72 50 67 54 76 61 

73 76 80 96 77 94 64 51 91 
50 81 53 60 84 63 52 71 70 
68 50 62 57 56 53 92 58 84 
54 69 77 55 98 55 96 71 63 
66 65 63 50 75 76 57 99 80 
81 95 78 66 63 60 52 89 93 
90 65 55 66 66 50 63 79 56 
95 56 63 59 59 72 73 73 68 
68 73 86 92 95 63 78 67 69 


