
4
8


85 75 79 83 
98 61 75 82 
55 63 52 75 
65 69 81 98 
79 90 90 82 
67 84 95 65 
91 52 89 56 
82 78 71 99 


71 65 84 60 97 95 51 55 
90 95 79 83 79 94 55 78 
91 91 56 64 84 75 68 59 
50 68 89 71 72 85 63 63 
60 70 86 94 54 50 79 55 
62 82 59 64 77 61 60 94 
63 73 64 90 60 75 82 72 
93 75 52 95 74 92 60 76 

53 51 98 84 61 56 83 77 
68 57 91 90 82 65 71 93 
95 85 76 94 54 59 80 86 
51 65 99 70 72 94 62 55 
74 92 78 93 81 53 55 78 
87 79 71 73 62 94 93 57 
93 56 60 66 52 85 65 76 
90 64 58 86 59 61 68 81 

87 59 58 99 92 78 62 85 
75 85 98 75 71 81 97 57 
89 89 90 70 54 76 97 83 
89 64 91 55 53 62 66 53 
97 74 75 86 67 76 79 97 
92 89 65 94 89 54 79 76 
72 71 54 93 60 57 96 50 
75 71 58 96 79 81 69 50 

80 73 79 68 95 59 65 75 
70 78 88 78 93 64 60 76 
93 86 73 68 75 69 54 76 
88 90 81 65 79 64 65 88 
78 88 95 57 99 96 97 73 
90 99 77 92 70 66 83 51 
50 82 89 74 97 59 66 78 
52 70 97 67 70 95 86 88 


