
6
11


78 95 55 72 97 67 
62 89 58 69 54 76 
93 76 89 89 95 85 
62 90 72 93 93 75 
74 52 61 68 87 54 
53 93 57 77 94 82 
68 52 97 67 94 51 
58 80 87 52 87 85 
92 68 94 60 69 76 
82 75 82 91 86 82 
74 82 99 97 84 55 


72 54 73 59 89 81 95 78 83 75 52 
84 67 86 69 73 77 88 98 79 62 91 
70 62 55 99 57 86 77 58 91 65 93 
79 58 79 85 76 98 89 55 57 84 99 
70 60 99 80 56 87 84 84 88 95 73 
83 78 69 60 58 69 55 83 73 59 95 
61 55 79 96 78 57 60 79 54 79 60 
86 63 67 71 51 90 84 56 71 91 90 
96 51 94 98 85 94 95 64 82 99 75 
66 99 79 69 83 59 63 95 69 80 91 
58 74 58 72 81 54 75 51 69 70 73 

60 82 80 74 85 69 68 80 97 98 83 
92 50 86 58 92 96 84 54 91 50 62 
80 81 55 50 74 56 54 51 78 78 59 
91 70 89 52 57 74 97 77 51 55 59 
52 58 63 52 54 76 97 55 85 74 61 
97 77 78 82 67 74 97 68 88 62 86 
86 63 87 96 75 54 80 82 91 54 54 
71 93 93 82 82 56 51 76 55 93 51 
59 59 81 64 74 87 83 86 96 76 79 
53 58 91 66 53 98 82 64 61 80 79 
90 82 82 50 88 59 86 98 90 83 85 

64 69 67 98 65 88 87 62 66 90 55 
63 51 74 95 61 85 86 73 86 95 60 
57 55 61 81 93 59 96 71 63 76 56 
64 69 67 51 53 50 53 72 73 70 51 
66 88 90 52 61 64 89 84 68 96 83 
66 97 80 53 99 51 59 73 77 81 72 
69 67 60 71 59 82 75 93 64 62 68 
77 92 99 78 85 83 99 59 56 99 53 
78 98 88 55 57 76 75 84 79 60 52 
91 55 75 78 71 92 83 86 74 81 88 
82 65 90 89 81 97 59 85 55 86 91 

81 97 64 97 92 96 70 59 71 75 73 
54 68 91 95 62 84 89 76 81 77 78 
64 69 62 92 53 86 82 78 93 50 89 
65 52 86 94 93 68 94 59 66 96 75 
69 64 74 52 51 66 66 74 55 54 91 
61 84 62 67 83 56 99 63 54 81 88 
99 64 77 71 95 99 66 63 71 79 76 
82 71 75 57 87 82 97 72 64 84 52 
69 59 85 71 59 53 65 98 93 81 57 
75 50 95 69 61 57 65 74 50 93 70 
59 89 82 76 74 72 64 81 82 95 51 

57 64 84 95 74 50 72 59 81 88 61 
83 79 90 56 96 73 77 53 92 76 77 
53 81 63 83 78 77 60 62 66 90 67 
61 59 80 63 91 83 55 50 72 76 56 
81 54 63 81 93 99 54 98 61 58 53 
69 54 92 93 93 60 51 80 82 64 81 
93 99 87 94 85 97 87 96 58 50 67 
62 58 92 71 96 62 53 92 93 67 64 
53 80 84 79 92 67 77 66 96 67 52 
96 64 72 53 50 90 52 84 73 70 55 
66 75 89 82 61 70 78 99 88 86 89 

82 65 68 88 69 89 64 70 92 52 99 
55 89 61 65 98 66 87 91 89 74 50 
94 65 78 51 67 64 59 79 53 76 82 
90 78 52 59 96 89 70 74 97 87 61 
56 56 86 73 71 91 80 59 56 54 95 
99 70 85 86 71 91 84 55 70 71 91 
50 74 63 52 69 64 73 93 97 76 77 
95 50 89 50 97 85 95 74 54 95 62 
84 81 60 68 72 51 88 88 64 93 57 
85 52 70 57 55 53 87 84 77 72 52 
64 81 75 91 50 97 78 70 87 71 58 


