
4
8


64 62 54 80 
95 59 73 96 
56 70 76 55 
69 82 51 53 
53 92 81 78 
95 94 68 67 
60 78 68 69 
68 71 57 81 


87 67 91 63 98 62 82 95 
68 67 98 70 56 65 92 98 
78 88 54 98 62 95 77 87 
74 56 90 72 80 71 61 65 
78 73 89 70 84 99 73 89 
67 73 89 53 99 69 97 84 
65 64 63 89 78 58 77 68 
71 56 70 90 92 62 92 56 

86 78 78 78 68 59 64 53 
58 73 51 55 73 87 76 96 
82 67 78 98 87 72 79 79 
81 90 57 63 85 67 89 58 
90 75 73 65 66 95 71 61 
92 87 55 97 96 59 51 92 
89 68 93 52 70 84 80 69 
52 57 50 73 98 70 69 72 

91 95 74 60 63 64 82 81 
65 89 70 97 92 93 64 65 
86 76 73 85 80 99 78 64 
66 63 89 52 72 80 86 74 
78 70 83 67 96 60 51 58 
51 98 92 87 54 94 81 52 
51 91 53 59 53 53 84 74 
53 83 89 69 69 81 54 80 

59 51 50 63 99 79 58 92 
78 89 61 65 80 58 85 52 
80 72 89 80 57 54 58 56 
88 84 82 73 87 52 97 50 
93 59 81 90 80 76 67 67 
55 98 96 76 96 74 71 89 
84 50 69 92 96 77 91 78 
63 84 64 79 64 79 91 61 


