
4
9


74 90 85 88 
68 98 99 50 
56 69 64 87 
83 63 60 78 
59 99 59 91 
51 78 79 72 
82 76 88 56 
75 63 80 59 
87 56 56 96 


68 68 72 79 86 97 89 98 53 
88 73 58 88 76 81 70 92 83 
50 99 97 61 60 82 83 73 86 
90 68 89 51 52 67 54 95 70 
53 53 98 84 71 88 57 71 85 
88 77 98 85 84 69 60 95 53 
62 75 77 69 82 94 77 73 79 
69 64 81 89 72 99 58 87 64 
68 91 72 70 77 64 50 96 59 

98 51 87 87 82 81 70 63 91 
71 73 94 95 50 74 60 93 61 
53 75 84 64 54 56 56 95 70 
93 52 56 67 63 95 52 95 52 
92 54 65 54 81 89 88 60 76 
81 77 81 64 64 60 56 65 62 
84 94 98 59 75 67 98 53 50 
90 70 95 64 73 85 98 94 59 
56 64 96 62 54 88 96 89 51 

85 96 89 72 95 71 88 52 60 
84 88 91 90 52 56 64 70 75 
50 95 67 95 55 92 50 76 86 
64 84 78 95 58 72 54 58 93 
87 52 58 69 55 77 53 51 73 
52 81 86 90 56 63 70 82 66 
56 96 51 79 83 51 86 97 77 
72 83 50 96 98 52 50 93 85 
98 56 70 83 95 65 69 89 74 

57 76 87 82 64 94 79 63 81 
82 52 89 91 51 90 90 80 71 
91 76 64 72 84 51 88 51 91 
96 92 61 63 63 88 70 62 60 
94 82 80 76 80 63 82 53 74 
75 59 80 97 69 62 89 72 63 
77 55 86 74 52 90 55 56 84 
85 89 84 74 52 75 69 57 93 
73 83 52 52 60 91 67 70 54 


