
2
8


85 75 
79 83 
98 61 
75 82 
55 63 
52 75 
65 69 
81 98 


79 90 90 82 67 84 95 65 
91 52 89 56 82 78 71 99 
71 65 84 60 97 95 51 55 
90 95 79 83 79 94 55 78 
91 91 56 64 84 75 68 59 
50 68 89 71 72 85 63 63 
60 70 86 94 54 50 79 55 
62 82 59 64 77 61 60 94 

63 73 64 90 60 75 82 72 
93 75 52 95 74 92 60 76 
53 51 98 84 61 56 83 77 
68 57 91 90 82 65 71 93 
95 85 76 94 54 59 80 86 
51 65 99 70 72 94 62 55 
74 92 78 93 81 53 55 78 
87 79 71 73 62 94 93 57 


