
2
8


50 53 
50 54 
65 97 
70 73 
60 94 
96 95 
94 66 
92 60 


77 81 52 68 84 77 97 97 
53 61 87 80 68 64 51 75 
95 77 70 86 85 97 66 51 
87 58 69 90 95 59 58 65 
89 72 90 81 87 57 72 77 
89 76 88 68 88 70 77 69 
56 67 64 86 94 73 76 88 
94 53 82 60 52 96 82 93 

65 76 74 91 93 70 80 72 
53 59 59 50 65 62 52 51 
51 58 55 85 82 53 52 68 
60 50 63 74 90 59 74 62 
72 92 56 80 69 77 99 71 
57 64 92 62 99 59 76 79 
98 70 82 87 77 82 60 63 
64 85 64 58 73 67 84 85 


