
6
8


50 53 50 54 65 97 
70 73 60 94 96 95 
94 66 92 60 77 81 
52 68 84 77 97 97 
53 61 87 80 68 64 
51 75 95 77 70 86 
85 97 66 51 87 58 
69 90 95 59 58 65 


89 72 90 81 87 57 72 77 
89 76 88 68 88 70 77 69 
56 67 64 86 94 73 76 88 
94 53 82 60 52 96 82 93 
65 76 74 91 93 70 80 72 
53 59 59 50 65 62 52 51 
51 58 55 85 82 53 52 68 
60 50 63 74 90 59 74 62 

72 92 56 80 69 77 99 71 
57 64 92 62 99 59 76 79 
98 70 82 87 77 82 60 63 
64 85 64 58 73 67 84 85 
68 69 63 69 53 59 60 52 
93 58 81 61 98 84 91 64 
85 62 94 74 53 56 69 54 
55 91 72 79 51 71 83 94 

98 59 50 90 52 84 68 76 
96 95 55 84 93 70 96 87 
61 65 64 84 97 81 82 84 
93 68 72 77 60 99 91 81 
73 83 71 61 95 89 66 83 
58 66 90 94 61 78 97 79 
96 52 81 61 98 98 86 52 
92 57 76 84 80 58 66 81 

57 82 82 63 89 86 94 61 
66 66 96 61 61 60 94 98 
51 94 72 67 80 78 95 70 
78 70 92 71 82 98 66 86 
99 76 81 65 86 65 51 70 
61 80 87 62 87 95 55 89 
86 61 71 54 82 87 80 52 
89 64 89 91 74 89 83 96 

93 73 80 92 94 54 96 98 
93 58 56 59 78 58 95 67 
79 90 61 68 69 63 54 72 
68 56 81 74 64 70 89 98 
63 81 91 90 56 81 61 86 
54 89 84 72 71 78 53 57 
64 68 69 86 53 60 95 64 
50 70 91 73 60 95 89 85 

68 55 80 51 65 58 78 62 
96 81 85 56 67 75 86 84 
58 79 53 65 64 68 86 95 
86 65 91 79 50 96 80 87 
97 56 79 73 89 97 81 83 
78 76 77 51 53 69 51 83 
51 81 99 67 80 86 58 82 
69 54 66 56 99 51 74 99 


