200
26	3518	3700	81	42
46	2527	3504	11	75
27	4844	5048	3	78
12	2167	4956	42	86
29	2838	3407	50	7
40	312	4330	48	61
1	4755	4953	41	15
32	1847	3523	21	75
5	4302	3627	2	79
42	1643	4241	79	24
23	1747	3813	7	23
10	2763	4457	15	75
32	4959	4847	34	68
32	329	3540	53	11
28	1179	4358	9	79
35	2264	3813	90	91
50	1305	4149	65	14
3	438	4472	50	89
10	4037	4384	82	81
3	4138	4169	33	54
12	1997	4373	42	79
10	3573	4093	70	53
30	4390	3885	82	55
29	805	3426	61	23
32	4961	4955	36	51
23	1239	3441	39	22
7	2113	4031	93	53
36	1302	3972	12	78
38	5023	4982	41	43
21	2830	4470	12	40
27	337	4115	23	49
11	3295	3518	51	26
21	1538	4208	80	94
47	2555	4973	64	76
35	2912	4608	6	44
3	715	4258	66	99
32	938	4073	97	65
8	2334	3661	98	24
40	1681	4103	100	64
25	1563	3713	74	53
36	4012	4651	63	45
22	4166	3223	39	4
14	4467	4406	87	57
1	5019	3888	12	70
12	3359	3627	74	46
19	2501	3200	40	60
40	2001	3410	77	0
17	3979	4148	46	56
49	1196	3429	50	6
42	2039	5071	80	60
14	994	4259	1	95
23	2867	4271	66	43
50	1729	4098	38	91
47	5021	3096	58	99
46	1238	4145	19	65
32	4916	3430	85	89
30	3522	4305	7	84
2	3587	3653	1	97
6	3245	3475	14	60
17	4534	3250	42	74
17	2033	4411	55	0
39	2679	3865	64	96
28	605	4851	95	57
15	23	4749	2	4
49	2345	3405	0	79
49	2230	4830	20	66
9	2892	3908	93	57
26	1215	3252	56	13
31	1349	4002	91	80
39	4797	4497	75	2
8	2586	4583	67	83
12	1483	3658	17	57
27	468	3473	96	94
27	2839	4792	53	23
45	3057	3847	1	87
47	642	3139	25	16
14	3115	4851	10	32
43	1617	4492	6	73
5	761	4939	2	44
18	2399	4366	44	99
33	1966	3690	57	33
31	1379	4312	12	20
34	3044	4128	5	55
24	1641	4319	64	34
36	1864	3339	81	60
47	5002	3857	74	59
40	159	3954	67	44
28	2235	3444	99	82
38	2008	3745	52	100
7	175	4670	17	9
45	3428	4059	72	63
4	4313	4637	88	21
17	3581	4502	66	66
44	2652	3110	94	15
33	1991	4245	26	86
38	1726	4081	96	61
13	2124	3837	44	97
1	2825	3583	81	46
49	970	3456	65	14
31	4940	4482	12	31
28	254	3701	32	54
32	3887	3275	81	95
4	3655	4866	45	73
43	2879	3868	52	89
27	30	4675	0	26
7	4022	3349	19	82
17	3879	4682	50	12
50	1079	4753	54	15
38	411	4955	45	26
5	4037	3853	51	50
24	3819	3343	90	8
38	3886	4976	83	17
1	4888	3403	87	93
21	4819	4741	50	70
19	1283	4500	95	60
7	1732	4822	27	27
19	3674	4643	71	88
9	4790	4852	19	34
12	2423	3820	24	95
19	4209	3976	3	1
6	1691	3783	68	99
38	2453	4966	86	63
25	3934	4255	63	61
47	1910	4570	49	21
40	760	3728	74	39
38	4021	4751	2	0
40	679	4842	17	35
30	4586	4059	30	94
11	2147	3978	9	47
3	523	3778	44	15
5	3504	3762	21	17
16	2986	4386	34	50
22	4014	3682	21	86
38	875	4577	15	1
28	1073	3425	32	33
18	1934	4851	78	47
37	3969	4695	78	41
12	3897	3475	40	80
30	3115	3348	34	33
9	2515	3133	99	66
34	1608	4448	77	29
5	857	3829	74	92
45	2271	3205	35	93
27	4621	4450	62	14
4	1057	3079	38	85
10	3453	4829	90	8
20	2071	3849	69	11
21	4411	4254	58	22
49	3341	4445	8	73
34	568	4552	93	23
13	4215	4254	92	15
3	1936	3501	100	48
33	3844	4929	56	81
43	1516	5049	8	56
46	947	4572	90	55
48	3687	3559	27	73
34	5021	4634	80	20
19	2970	3189	89	49
1	3029	3078	68	5
41	4788	3157	4	3
43	3685	4334	98	31
5	1684	3887	11	74
27	1592	3298	62	67
34	1713	3473	22	71
12	3724	4451	57	75
7	2121	4839	78	23
30	1198	4842	29	65
37	5009	5080	95	32
6	3382	4040	28	40
42	3738	3643	14	16
34	2039	4426	53	50
25	1133	4895	60	69
3	2889	3841	6	39
42	3525	4929	75	99
21	2477	5034	41	98
35	791	3298	83	88
41	1921	3226	12	10
50	3643	5087	34	37
37	1591	4718	27	8
17	775	3124	54	19
25	2140	3255	93	17
21	3784	3466	95	27
42	1719	3726	69	7
32	1773	4563	87	22
19	4650	3619	17	46
23	3724	3392	85	88
7	827	3483	50	45
4	738	4149	21	77
1	2369	3658	82	10
38	772	5040	55	63
16	137	3536	79	96
21	3603	3919	21	91
11	2922	3381	7	49
8	2492	4420	83	22
14	1592	4610	88	62
32	2392	4288	77	94
50	656	4483	40	23
38	3809	4569	69	59
11	215	3516	36	67
50	3200	5065	1	44
