0,36,99,39,141,73,63,84,90,119,129,24,14,46,89,56,136,9,146,98,91,0
0,9,7,14,9,4,20,11,11,8,5,18,7,12,12,20,7,7,7,12,9,0
0,123,166,118,209,122,126,160,140,166,188,108,85,119,135,102,199,71,249,187,173,249
0,126,169,123,212,124,132,164,144,169,190,114,88,123,139,108,202,74,252,191,176,252
0,4,2,12,2,15,6,6,20,5,17,2,7,20,7,4,13,14,18,19,3,0
0,1.3333,0.66667,2.4,0.66667,7.5,1,1.5,5,1.6667,8.5,0.33333,2.3333,5,1.75,0.66667,4.3333,4.6667,6,4.75,1,0
0,8,5,7,6,6,2,3,3,2,9,3,10,4,8,10,10,9,9,10,2,0
0,0,7,6,2,10,3,4,5,6,8,6,7,10,10,6,2,6,8,7,10,0
0,6,0,7,2,8,9,4,4,5,8,9,8,10,2,10,3,5,9,9,5,0
0,2,3,0,2,5,3,5,10,7,9,4,6,2,10,4,7,7,3,5,5,0
0,2,2,6,0,8,4,5,6,6,8,3,8,4,2,4,4,4,3,4,2,0
0,3,3,5,2,0,5,7,6,3,3,2,2,4,4,9,3,2,9,5,6,0
0,9,5,10,7,5,0,10,4,6,5,10,3,3,6,9,3,5,6,8,10,0
0,5,9,10,7,10,7,0,6,9,2,4,2,8,10,5,10,3,3,3,4,0
0,9,5,10,2,7,9,4,0,2,2,7,3,5,7,9,4,7,8,6,8,0
0,3,7,8,4,9,2,10,3,0,2,3,10,3,4,5,4,8,9,3,3,0
0,8,5,7,5,8,3,10,2,8,0,4,9,3,3,6,7,5,9,3,8,0
0,3,9,8,3,3,7,4,8,2,3,0,3,10,3,5,2,7,9,10,8,0
0,9,8,5,8,8,2,2,7,3,6,3,0,10,4,6,2,4,6,7,6,0
0,6,3,5,6,5,8,9,5,4,5,9,2,0,5,8,4,6,3,5,3,0
0,10,2,3,2,3,7,3,10,10,7,2,3,2,0,2,4,4,6,8,10,0
0,2,7,9,8,7,9,6,6,7,4,10,3,5,5,0,8,9,9,6,3,0
0,10,5,10,9,6,3,5,10,2,7,7,7,3,7,3,0,8,3,7,2,0
0,5,2,10,3,2,8,7,6,4,7,4,9,10,6,6,9,0,8,9,7,0
0,2,7,2,9,6,8,3,10,3,3,9,9,4,2,4,7,2,0,7,7,0
0,10,7,2,4,4,9,7,8,4,2,2,6,10,2,7,7,6,6,0,6,0
0,7,10,3,2,9,5,3,8,2,2,8,9,10,5,4,6,8,6,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
