60
2	294	330	86	95
9	262	222	28	96
3	257	121	9	3
8	285	406	90	16
10	9	365	37	14
1	156	383	32	34
6	80	226	4	71
2	103	387	87	5
9	281	374	100	58
9	112	405	60	60
6	182	237	11	58
3	273	99	86	44
7	321	266	82	100
10	238	126	75	78
1	227	341	52	3
9	63	255	64	0
3	122	223	15	40
5	155	191	67	21
3	89	424	70	71
3	309	157	24	69
7	300	204	61	4
6	148	242	51	45
2	16	236	37	45
7	291	159	93	69
6	284	114	100	43
7	10	400	67	32
6	139	204	50	42
8	197	190	20	45
5	125	293	41	32
7	200	116	77	89
3	306	292	28	99
4	302	245	86	66
4	3	367	17	72
5	30	297	73	47
2	246	161	17	77
6	147	221	91	25
4	61	400	88	87
3	134	200	68	63
7	66	316	89	66
9	19	411	61	43
10	241	399	34	27
6	325	211	2	18
3	79	307	38	78
7	125	354	50	62
8	123	149	66	70
2	99	373	39	19
8	318	197	85	51
1	105	310	33	53
9	70	364	15	14
1	102	224	70	99
4	42	407	77	48
10	178	117	14	9
2	83	226	41	86
4	1	268	7	12
2	197	233	83	57
9	321	333	18	51
4	287	172	27	35
8	289	174	92	42
8	297	309	100	91
4	107	107	99	20
