80
18	1860	737	41	30
25	1142	1281	9	46
30	128	938	30	99
44	249	1139	66	76
12	1875	328	95	31
33	976	23	84	36
27	1750	1505	6	59
21	117	840	68	62
48	312	253	66	33
5	1001	1403	75	33
29	536	1069	49	76
28	1489	244	62	26
32	918	40	58	29
1	1905	1186	40	62
49	734	1187	73	6
29	1786	141	19	57
31	1885	174	98	40
40	1005	431	63	73
11	1522	1479	16	33
3	1380	414	35	67
27	702	1271	36	9
8	994	1361	53	42
2	1865	454	44	63
38	668	870	31	95
13	967	1594	51	6
49	1193	1574	41	69
21	1485	1297	46	26
39	1054	414	53	2
44	1689	1188	45	25
24	468	1485	88	79
31	1839	1121	37	80
18	81	1176	70	78
39	209	1057	43	85
3	144	189	75	23
5	1253	63	56	6
5	184	1079	80	35
27	942	676	99	29
21	1093	1254	11	77
32	1729	455	68	11
39	1884	1271	0	10
3	802	480	88	28
22	813	313	29	40
9	196	1039	61	27
23	874	347	81	68
22	1838	1032	13	75
17	235	778	89	39
49	1146	1098	50	9
22	650	128	89	96
2	538	543	1	90
27	806	1435	71	23
27	112	1286	75	41
13	1825	1532	22	4
24	468	661	4	15
34	1576	581	85	68
29	189	1146	0	29
37	1153	441	0	35
31	1580	683	100	21
37	163	153	64	74
4	1344	1587	16	3
45	280	95	70	48
28	1182	34	89	3
42	1509	1598	66	67
16	1387	758	35	21
3	881	355	1	33
35	746	751	99	79
23	1351	87	75	97
37	831	1482	99	65
39	1746	174	90	1
30	1043	37	81	92
11	802	220	99	39
5	1922	511	69	41
42	1694	83	56	93
9	1173	1013	12	12
5	1492	317	70	94
20	1832	926	38	80
16	549	1362	46	68
25	1484	314	97	35
12	708	1515	46	87
43	1408	1392	18	40
24	107	254	31	16
