40
20	111	924	86	1
16	653	509	60	90
21	536	320	34	54
14	640	396	7	73
29	62	735	76	43
27	423	330	34	58
1	413	854	14	4
8	355	571	39	96
24	494	562	6	17
19	107	513	99	7
5	351	674	11	58
7	181	695	16	37
10	228	683	38	48
29	693	632	70	98
13	535	311	98	3
24	341	462	65	19
30	543	521	53	86
12	639	592	86	7
13	165	352	68	53
16	163	803	39	85
15	464	466	58	6
20	596	263	10	44
27	719	351	42	45
10	617	619	13	1
21	23	781	88	10
22	132	569	35	41
27	513	648	67	42
8	328	770	92	66
25	626	517	0	23
26	283	223	74	53
22	141	548	12	32
21	290	817	100	97
9	331	778	79	95
17	278	446	65	63
29	662	864	75	28
9	600	826	90	37
23	24	727	30	100
16	86	244	73	76
13	334	653	75	69
27	98	288	39	56
