40
29	153	356	33	54
3	31	340	16	42
17	237	245	89	37
19	361	48	5	49
17	460	111	19	7
3	203	96	82	35
3	510	339	80	51
14	134	355	95	0
16	143	25	78	99
9	215	241	69	16
8	527	300	21	76
10	35	160	60	78
1	233	52	68	54
28	541	360	94	44
13	156	218	81	99
18	507	263	28	0
14	327	80	73	21
14	288	207	95	99
2	163	212	56	31
25	215	196	53	12
16	507	122	99	79
19	223	292	37	87
1	296	238	68	12
28	171	336	9	84
4	526	126	82	25
13	295	142	9	39
10	101	284	61	5
30	156	180	0	8
14	72	167	78	87
3	464	38	26	14
9	305	173	5	98
12	99	70	54	4
28	150	250	71	13
4	420	49	27	94
14	335	144	99	2
22	350	235	19	17
7	55	126	69	81
7	414	226	78	82
19	246	276	61	57
26	303	212	76	15
