Order ID	Pi	di	wi	accepted	devery	delayed	Profit
0	 345.0	6205.0	   1.1	1	5523.0	0	345.000000
1	 388.0	4892.0	   0.8	1	4379.0	0	388.000000
2	 494.0	6501.0	   0.7	1	3755.0	0	494.000000
3	   9.0	1857.0	   0.5	0
4	 484.0	7964.0	   1.2	1	7580.0	0	484.000000
5	 130.0	9072.0	   0.6	1	8773.0	0	130.000000
6	 135.0	8448.0	   0.9	1	7015.0	0	135.000000
7	 191.0	4197.0	   0.8	1	3561.0	0	191.000000
8	 471.0	8594.0	   0.8	1	8100.0	0	471.000000
9	 197.0	6688.0	   0.5	1	5288.0	0	197.000000
10	 117.0	 477.0	   1.4	1	 454.0	0	117.000000
11	 168.0	9978.0	   0.9	1	9028.0	0	168.000000
12	 178.0	7252.0	   0.9	1	6927.0	0	178.000000
13	 384.0	7020.0	   1.4	1	4471.0	0	384.000000
14	 166.0	10148.0	   1.0	1	6593.0	0	166.000000
15	 451.0	3126.0	   1.1	1	2856.0	0	451.000000
16	 328.0	9795.0	   1.2	1	9481.0	0	328.000000
17	 176.0	8662.0	   0.7	1	5877.0	0	176.000000
18	 145.0	9585.0	   0.5	1	7859.0	0	145.000000
19	 180.0	1068.0	   1.2	1	 908.0	0	180.000000
20	 473.0	4903.0	   1.0	1	4295.0	0	473.000000
21	 218.0	1017.0	   1.5	1	 965.0	0	218.000000
22	 246.0	8452.0	   1.2	1	7054.0	0	246.000000
23	 362.0	7073.0	   0.8	1	4774.0	0	362.000000
24	  50.0	3814.0	   1.0	1	3049.0	0	50.000000
25	 119.0	4101.0	   0.9	1	2461.0	0	119.000000
26	  95.0	5478.0	   1.5	1	4870.0	0	95.000000
27	 203.0	5822.0	   1.2	1	5679.0	0	203.000000
28	 473.0	8872.0	   0.6	1	4129.0	0	473.000000
29	 202.0	 459.0	   0.6	1	 283.0	0	202.000000
30	 300.0	1225.0	   1.5	1	1205.0	0	300.000000
31	 301.0	 633.0	   0.9	1	 584.0	0	301.000000
32	 407.0	4454.0	   1.2	1	3307.0	0	407.000000
33	  60.0	3712.0	   0.8	0
34	 249.0	5799.0	   1.4	1	4453.0	0	249.000000
35	 162.0	4473.0	   0.9	1	3156.0	0	162.000000
36	 163.0	8031.0	   0.9	1	6044.0	0	163.000000
37	  26.0	5897.0	   0.9	1	3402.0	0	26.000000
38	 204.0	 586.0	   0.9	0
39	 275.0	3476.0	   1.1	1	2365.0	0	275.000000
40	 375.0	 865.0	   1.5	1	 519.0	0	375.000000
41	 423.0	7514.0	   1.3	1	6532.0	0	423.000000
42	 485.0	 877.0	   1.2	1	 366.0	0	485.000000
43	 240.0	8104.0	   1.5	1	3907.0	0	240.000000
44	 387.0	9563.0	   1.0	1	7332.0	0	387.000000
45	 186.0	4398.0	   0.8	1	3992.0	0	186.000000
46	 286.0	5908.0	   1.1	1	5793.0	0	286.000000
47	 180.0	7663.0	   1.0	1	7219.0	0	180.000000
48	  18.0	5724.0	   1.0	0
49	 242.0	3371.0	   1.3	1	 851.0	0	242.000000
50	 432.0	3481.0	   1.1	1	2727.0	0	432.000000
51	 414.0	4214.0	   1.0	1	3637.0	0	414.000000
52	 132.0	6566.0	   1.2	1	6119.0	0	132.000000
53	 230.0	1699.0	   0.6	1	1391.0	0	230.000000
54	 118.0	8537.0	   1.4	1	7931.0	0	118.000000
55	 133.0	2503.0	   1.4	1	2311.0	0	133.000000
56	 177.0	3167.0	   0.8	1	2944.0	0	177.000000
57	 440.0	2316.0	   0.7	1	2090.0	0	440.000000
58	 421.0	8502.0	   1.4	1	8059.0	0	421.000000
59	  67.0	10124.0	   0.9	1	8948.0	0	67.000000
60	 127.0	7833.0	   0.7	1	5622.0	0	127.000000
61	  71.0	9959.0	   0.7	1	4081.0	0	71.000000
62	 139.0	7928.0	   1.0	1	6634.0	0	139.000000
63	 360.0	5763.0	   0.5	1	4284.0	0	360.000000
64	 480.0	9660.0	   0.5	1	9307.0	0	480.000000
65	 169.0	9174.0	   0.6	1	8684.0	0	169.000000
66	 258.0	4646.0	   0.9	1	4080.0	0	258.000000
67	 159.0	 778.0	   0.7	1	 761.0	0	159.000000
68	 258.0	7989.0	   1.0	1	5222.0	0	258.000000
69	 357.0	1246.0	   1.3	1	 934.0	0	357.000000
70	  78.0	8751.0	   1.0	1	7662.0	0	78.000000
71	 141.0	9858.0	   1.5	1	9187.0	0	141.000000
72	 158.0	4168.0	   1.5	1	3907.0	0	158.000000
73	 214.0	9677.0	   0.7	1	9274.0	0	214.000000
74	 313.0	7699.0	   0.9	1	6868.0	0	313.000000
75	 456.0	5283.0	   0.9	1	3432.0	0	456.000000
76	 291.0	9664.0	   1.2	1	6841.0	0	291.000000
77	 410.0	9476.0	   0.8	1	5351.0	0	410.000000
78	 197.0	9116.0	   1.3	1	8741.0	0	197.000000
79	 334.0	5448.0	   0.8	1	5297.0	0	334.000000
80	 177.0	1710.0	   0.6	1	1172.0	0	177.000000
81	 464.0	4517.0	   1.1	1	1560.0	0	464.000000
82	 409.0	3714.0	   1.1	1	2969.0	0	409.000000
83	 328.0	6803.0	   0.9	1	4994.0	0	328.000000
84	 410.0	6317.0	   0.8	1	6225.0	0	410.000000
85	 223.0	5242.0	   0.9	1	3725.0	0	223.000000
86	 343.0	 215.0	   1.3	0
87	 441.0	1214.0	   1.2	1	1043.0	0	441.000000
88	 181.0	6374.0	   1.3	1	5375.0	0	181.000000
89	 437.0	9156.0	   0.6	1	8857.0	0	437.000000
90	  39.0	5111.0	   0.5	1	 460.0	0	39.000000
91	 103.0	1034.0	   0.9	0
92	  64.0	6942.0	   0.6	1	6444.0	0	64.000000
93	  19.0	 293.0	   1.2	0
94	 312.0	7834.0	   0.6	1	7264.0	0	312.000000
95	 253.0	9398.0	   1.1	1	6328.0	0	253.000000
96	 249.0	6199.0	   1.1	1	6002.0	0	249.000000
97	 373.0	9213.0	   0.7	1	7937.0	0	373.000000
98	 379.0	6547.0	   1.1	1	3959.0	0	379.000000
99	 491.0	 136.0	   1.4	1	 214.0	1	381.800000
100	 134.0	1138.0	   1.4	0
101	 375.0	6090.0	   1.3	1	6048.0	0	375.000000
102	  29.0	3185.0	   1.4	1	1313.0	0	29.000000
103	  50.0	7215.0	   1.1	1	5510.0	0	50.000000
104	 460.0	9935.0	   0.9	1	8543.0	0	460.000000
105	 389.0	3408.0	   0.7	1	1444.0	0	389.000000
106	 130.0	2960.0	   0.6	1	1749.0	0	130.000000
107	  63.0	2395.0	   0.6	1	1967.0	0	63.000000
108	 400.0	6641.0	   0.8	1	4760.0	0	400.000000
109	 407.0	8879.0	   1.2	1	7429.0	0	407.000000
110	  35.0	7855.0	   1.3	1	5061.0	0	35.000000
111	 362.0	6122.0	   1.5	1	4959.0	0	362.000000
112	 278.0	3858.0	   1.2	1	3202.0	0	278.000000
113	 194.0	2096.0	   1.3	1	1838.0	0	194.000000
114	 159.0	8875.0	   1.2	1	6797.0	0	159.000000
115	 297.0	8840.0	   1.2	1	8188.0	0	297.000000
116	 338.0	6491.0	   1.1	1	1720.0	0	338.000000
117	  21.0	1840.0	   1.1	0
118	 295.0	7173.0	   0.6	1	7012.0	0	295.000000
119	 300.0	5632.0	   0.7	1	3819.0	0	300.000000
120	 242.0	1220.0	   1.1	1	1138.0	0	242.000000
121	 373.0	1691.0	   1.1	1	 908.0	0	373.000000
122	 459.0	7930.0	   1.1	1	7192.0	0	459.000000
123	 189.0	5599.0	   0.7	1	3351.0	0	189.000000
124	 210.0	9251.0	   0.8	1	8822.0	0	210.000000
125	 219.0	3283.0	   1.4	1	3223.0	0	219.000000
126	 306.0	6947.0	   1.0	1	5459.0	0	306.000000
127	 439.0	4211.0	   0.6	1	3655.0	0	439.000000
128	 476.0	1603.0	   1.0	1	1519.0	0	476.000000
129	 221.0	6035.0	   1.3	1	5815.0	0	221.000000
130	 423.0	5177.0	   1.4	1	2247.0	0	423.000000
131	 414.0	3348.0	   1.0	1	2838.0	0	414.000000
132	 484.0	9002.0	   1.2	1	8443.0	0	484.000000
133	 475.0	10148.0	   0.6	1	8205.0	0	475.000000
134	  32.0	 122.0	   0.5	0
135	 274.0	6376.0	   0.9	1	6030.0	0	274.000000
136	   1.0	2304.0	   1.0	0
137	 156.0	3367.0	   0.7	1	1801.0	0	156.000000
138	 425.0	9594.0	   0.6	1	8584.0	0	425.000000
139	  69.0	1905.0	   0.6	0
140	  52.0	7510.0	   1.4	1	7414.0	0	52.000000
141	 170.0	8584.0	   0.6	1	8412.0	0	170.000000
142	 140.0	5750.0	   0.9	1	4595.0	0	140.000000
143	 231.0	5691.0	   0.7	1	2587.0	0	231.000000
144	 372.0	 824.0	   0.7	1	 643.0	0	372.000000
145	 177.0	 379.0	   1.1	0
146	 218.0	7719.0	   0.6	1	7636.0	0	218.000000
147	 461.0	1770.0	   1.4	1	1661.0	0	461.000000
148	 273.0	7206.0	   1.2	1	5697.0	0	273.000000
149	  89.0	1034.0	   0.8	0
150	  51.0	7741.0	   1.5	1	6711.0	0	51.000000
151	 244.0	4545.0	   1.2	1	2499.0	0	244.000000
152	 118.0	8795.0	   0.8	1	7775.0	0	118.000000
153	 402.0	1716.0	   0.7	1	1624.0	0	402.000000
154	 143.0	9602.0	   0.9	1	9395.0	0	143.000000
155	 467.0	1702.0	   1.4	1	1263.0	0	467.000000
156	 316.0	5438.0	   1.2	1	4752.0	0	316.000000
157	 483.0	9205.0	   1.5	1	7309.0	0	483.000000
158	 313.0	6513.0	   1.0	1	6261.0	0	313.000000
159	 392.0	9835.0	   0.5	1	2973.0	0	392.000000
160	   1.0	6257.0	   1.1	0
161	 153.0	5973.0	   1.1	1	3010.0	0	153.000000
162	 151.0	4677.0	   1.0	1	3140.0	0	151.000000
163	 451.0	2650.0	   0.6	1	2587.0	0	451.000000
164	 331.0	 138.0	   1.2	1	  81.0	0	331.000000
165	 192.0	2186.0	   0.8	1	2149.0	0	192.000000
166	 268.0	 886.0	   0.9	1	 739.0	0	268.000000
167	 105.0	4535.0	   0.5	1	1710.0	0	105.000000
168	  77.0	8868.0	   0.7	1	8257.0	0	77.000000
169	 115.0	8034.0	   0.7	1	7714.0	0	115.000000
170	 134.0	 104.0	   1.1	0
171	 253.0	7865.0	   0.8	1	7026.0	0	253.000000
172	 414.0	6915.0	   1.2	1	6423.0	0	414.000000
173	 330.0	3462.0	   0.8	1	3084.0	0	330.000000
174	  53.0	1669.0	   0.9	0
175	 422.0	6816.0	   1.0	1	5496.0	0	422.000000
176	  88.0	4422.0	   1.0	1	4328.0	0	88.000000
177	  47.0	7757.0	   0.5	1	5917.0	0	47.000000
178	  76.0	9623.0	   1.3	1	9092.0	0	76.000000
179	 225.0	9071.0	   1.3	1	8976.0	0	225.000000
180	 400.0	6358.0	   1.4	1	4494.0	0	400.000000
181	  31.0	1267.0	   1.5	0
182	 393.0	5940.0	   0.8	1	4671.0	0	393.000000
183	 319.0	3549.0	   0.8	1	3367.0	0	319.000000
184	 146.0	2295.0	   0.8	1	1932.0	0	146.000000
185	  69.0	4698.0	   0.8	0
186	   7.0	3087.0	   1.4	0
187	 347.0	9414.0	   1.1	1	6880.0	0	347.000000
188	 463.0	4264.0	   1.1	1	4210.0	0	463.000000
189	 264.0	7379.0	   0.8	1	5154.0	0	264.000000
190	 225.0	3022.0	   0.7	1	2050.0	0	225.000000
191	 101.0	1814.0	   1.3	0
