0,2,21,6,14,5,6,16,4,18,2,21,14,7,19,1,17,19,14,16,10,17,1,5,2,4,0
0,16,15,17,16,4,9,2,2,2,5,4,11,9,13,7,13,13,4,3,2,5,11,17,7,5,0
0,200,227,209,213,215,197,218,198,219,205,225,209,205,217,205,220,224,208,221,217,216,200,210,198,215,0
0,202,229,211,215,216,198,219,199,220,206,226,211,206,219,206,222,226,209,222,218,217,202,212,199,216,0
0,19,18,4,14,2,4,5,14,18,18,11,16,7,20,20,3,8,7,6,16,8,4,5,18,19,0
0,9.5,9.0,2.0,7.0,2.0,4.0,5.0,14.0,18.0,18.0,11.0,8.0,7.0,10.0,20.0,1.5,4.0,7.0,6.0,16.0,8.0,2.0,2.5,18.0,19.0,0
0,35,70,25,41,64,47,61,26,67,33,36,69,39,48,66,52,12,41,82,29,90,36,70,82,25,0
0,6,2,3,3,6,9,5,4,4,9,7,4,10,4,5,7,6,6,7,2,7,2,3,10,3,0
0,0,2,7,7,3,7,7,3,10,6,4,5,5,2,7,7,4,4,8,8,3,10,9,7,2,0
0,5,0,4,8,6,6,5,4,6,9,2,10,3,10,3,8,8,3,5,7,10,2,8,3,4,0
0,3,10,0,5,9,6,3,4,9,5,2,9,5,2,9,3,10,9,6,5,9,9,5,8,6,0
0,10,6,3,0,3,2,5,2,3,2,3,9,2,2,4,6,7,2,2,6,2,9,4,7,8,0
0,4,10,10,4,0,10,6,4,3,4,6,2,7,7,5,5,6,3,9,5,4,6,4,4,7,0
0,10,4,4,6,9,0,3,8,3,4,7,5,5,5,4,10,5,10,6,6,5,7,7,6,4,0
0,10,4,4,4,6,5,0,10,7,6,3,5,9,2,10,10,3,7,8,2,7,5,8,2,5,0
0,8,9,7,9,6,2,4,0,6,6,3,5,5,2,3,10,5,7,8,5,10,8,9,2,9,0
0,10,9,2,8,10,6,8,7,0,8,4,10,10,4,2,5,6,10,4,2,5,7,3,9,7,0
0,2,5,2,3,7,10,6,10,8,0,2,4,4,3,8,8,9,2,7,2,8,7,6,2,4,0
0,10,9,4,2,9,4,6,6,6,10,0,2,9,7,2,10,8,9,5,7,10,9,5,8,6,0
0,2,5,4,6,5,8,2,4,8,4,4,0,9,6,3,5,7,10,9,7,5,6,4,8,9,0
0,4,6,8,8,4,3,2,7,10,8,7,2,0,2,7,3,2,3,2,8,7,9,8,9,3,0
0,6,5,8,9,5,8,5,6,9,10,3,10,7,0,8,6,3,3,10,4,10,6,9,8,9,0
0,10,6,9,8,8,8,5,3,2,7,7,9,2,10,0,5,7,7,8,8,9,7,5,10,3,0
0,7,8,7,9,3,6,10,6,10,10,3,10,4,7,7,0,6,3,2,8,3,7,4,4,2,0
0,4,2,7,3,6,3,8,3,9,2,2,8,7,8,9,3,0,3,10,6,3,8,6,10,2,0
0,3,8,6,3,3,10,7,4,7,7,10,7,6,10,8,3,2,0,9,10,7,6,4,6,2,0
0,3,3,9,9,3,3,9,6,2,2,7,10,10,7,9,6,7,5,0,9,8,9,3,7,10,0
0,4,6,6,6,10,2,6,9,10,3,5,7,7,6,6,2,7,2,9,0,4,6,5,10,9,0
0,5,4,5,3,7,7,5,8,5,5,2,6,6,6,2,4,6,8,6,8,0,10,4,4,2,0
0,5,7,7,8,5,7,9,6,5,4,6,4,7,7,3,7,3,6,5,8,5,0,4,10,8,0
0,5,4,4,9,8,6,4,10,6,6,3,3,2,8,5,2,8,10,2,10,6,10,0,3,10,0
0,7,10,2,9,6,7,3,10,6,4,4,6,2,7,7,7,9,3,10,3,3,8,10,0,3,0
0,6,2,5,9,7,8,7,6,10,8,3,8,8,8,5,10,4,10,9,9,8,7,3,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0
