0,64,16,17,48,9,60,9,1,9,53,20,37,60,81,27,0
0,6,11,19,8,17,15,10,5,6,4,5,9,19,14,18,0
0,151,104,114,142,100,148,106,92,102,142,109,129,157,167,114,167
0,152,106,116,143,102,150,107,93,103,143,110,130,159,169,116,169
0,7,5,15,14,18,13,13,19,6,2,15,11,13,13,12,0
0,7,2.5,7.5,14,9,6.5,13,19,6,2,15,11,6.5,6.5,6,0
0,7,4,3,4,8,4,3,4,6,3,6,2,6,10,7,0
0,0,3,10,5,3,3,3,2,2,7,10,4,5,5,5,0
0,2,0,5,6,8,3,9,7,2,9,6,2,8,8,2,0
0,10,7,0,6,3,10,6,10,8,2,9,9,9,10,9,0
0,10,5,4,0,9,9,7,6,8,2,5,10,9,7,2,0
0,2,7,9,9,0,10,9,7,7,4,4,2,2,7,7,0
0,3,3,4,2,5,0,8,7,7,2,10,10,10,7,7,0
0,10,4,4,3,4,2,0,6,6,9,8,9,9,6,2,0
0,5,10,8,7,7,4,10,0,8,9,7,10,4,6,2,0
0,10,8,2,4,5,5,5,9,0,10,5,10,5,9,4,0
0,2,10,6,10,5,7,3,2,7,0,9,4,7,6,6,0
0,3,8,7,4,7,4,7,10,9,2,0,3,3,5,8,0
0,5,6,10,10,5,2,2,2,5,3,8,0,3,3,3,0
0,8,4,2,2,5,10,2,4,4,8,7,8,0,6,5,0
0,3,10,8,8,2,2,7,5,4,4,5,4,3,0,5,0
0,9,8,8,5,7,10,8,9,5,2,7,4,6,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
