0,63,16,102,33,19,69,111,19,101,91,77,112,59,71,56,0
0,6,5,4,14,13,12,19,14,9,10,4,19,6,8,17,0
0,80,99,211,142,55,97,158,48,199,138,165,221,83,120,83,0
0,85,103,214,152,65,106,172,58,206,145,168,235,88,126,95,0
0,9,7,5,3,16,8,5,15,8,11,4,6,6,8,18,0
0,1.8,1.75,1.6667,0.3,1.6,0.88889,0.35714,1.5,1.1429,1.5714,1.3333,0.42857,1.2,1.3333,1.5,0
0,31,54,45,43,50,10,47,23,41,42,19,7,81,19,5,0
0,10,3,5,7,2,9,10,6,10,9,8,8,5,4,4,0
0,0,9,8,4,6,8,2,7,6,5,9,9,7,9,6,0
0,9,0,5,8,8,7,5,2,8,3,8,7,2,6,5,0
0,3,6,0,6,8,9,4,7,9,6,3,10,5,10,4,0
0,2,4,6,0,6,6,4,5,10,3,3,9,2,8,4,0
0,7,10,9,2,0,4,2,7,3,3,4,3,5,5,10,0
0,6,7,4,7,2,0,3,4,6,7,8,4,3,9,9,0
0,2,2,6,8,2,5,0,10,10,9,9,5,5,5,9,0
0,6,6,2,10,5,6,5,0,8,7,4,2,4,3,3,0
0,2,2,6,8,7,5,2,7,0,3,8,2,2,3,5,0
0,8,4,7,10,4,6,9,9,3,0,10,9,10,2,7,0
0,10,10,6,6,2,6,8,4,5,3,0,8,6,9,5,0
0,2,4,4,3,3,5,7,9,4,2,6,0,7,5,5,0
0,2,6,6,7,8,7,8,6,4,9,6,10,0,4,8,0
0,7,2,10,9,4,9,5,4,8,9,4,5,5,0,3,0
0,8,9,9,5,5,3,10,3,8,4,8,9,10,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0
