30	3
107	593	0.8
301	270	1.1
272	1169	1.3
457	1086	0.9
407	877	0.5
65	321	1.2
431	590	0.5
421	610	0.6
155	95	1.2
101	1145	1.0
167	128	1.2
325	235	1.0
274	630	0.6
461	1130	0.6
411	474	1.0
326	133	0.9
160	1069	1.1
377	426	1.5
144	301	0.8
137	550	1.0
440	322	1.1
439	62	0.9
111	416	0.9
367	1238	1.3
218	1312	1.3
84	813	1.4
203	295	1.3
291	940	1.2
474	4	1.5
215	606	1.1
36	61	60
42	1	10
60	24	11
4	38	19
3	88	26
76	57	2
23	84	85
10	71	71
5	8	90
93	34	49
75	77	13
70	53	43
23	82	9
54	76	84
85	27	55
64	36	62
98	73	90
99	67	2
59	82	33
73	51	42
1	56	55
50	92	33
27	73	37
32	55	100
91	21	25
30	87	12
89	23	89
55	24	95
44	75	1
43	71	31
