200	5
369	6385	0.8
208	521	1.3
213	2754	1.5
80	3951	0.8
102	1804	0.5
40	7654	0.7
240	4556	1.0
69	7645	1.3
72	976	1.0
192	6719	1.4
323	1770	1.1
245	7848	1.3
321	5781	1.3
416	6542	1.4
315	5134	1.3
499	6323	1.1
475	1759	1.1
219	154	1.5
324	5901	0.8
314	678	0.6
298	3971	1.0
111	2701	1.5
210	2841	1.4
375	6660	1.4
20	5625	0.7
136	395	0.6
179	4146	1.0
226	3647	1.3
387	7572	1.0
278	3956	1.4
4	3978	0.8
213	7063	1.2
78	7453	1.3
119	2331	0.9
191	3121	1.2
187	8144	1.5
433	3595	1.5
341	1953	1.3
120	7848	0.6
216	1155	1.3
146	7258	1.4
450	4705	1.4
463	2687	1.4
276	2491	1.0
365	3514	1.1
308	3263	1.4
437	3393	0.6
165	2983	1.2
348	1957	1.4
361	2783	1.0
166	5395	0.9
118	3809	1.0
114	2747	0.7
142	6	0.5
221	7853	0.9
367	3553	0.8
256	2761	1.3
435	2542	0.6
126	2361	1.2
113	4815	1.3
332	6766	1.4
195	3008	0.9
366	8058	1.2
169	6290	1.0
20	4395	1.2
78	7187	1.2
220	1169	1.0
232	7747	1.1
436	822	1.1
212	6274	0.8
440	1138	1.4
39	2016	0.9
313	4538	0.7
43	585	1.1
84	5588	0.9
377	6006	0.7
449	2703	1.3
385	5790	1.2
57	3455	1.3
197	6467	1.3
86	7894	0.7
23	1439	0.9
136	4530	1.1
296	3728	1.1
170	1715	1.4
480	7056	1.5
53	3172	1.0
321	4517	1.1
134	6686	0.8
310	7769	0.5
408	3017	1.2
69	7682	0.5
144	5286	1.1
22	4933	0.8
476	4035	0.6
312	6145	0.7
479	3167	1.2
3	3932	1.2
195	4983	1.2
153	7889	1.1
452	4598	0.7
39	1420	0.9
387	4585	0.7
116	914	0.9
66	372	1.0
297	5561	1.4
9	5299	0.6
487	4368	1.3
308	6840	1.1
381	3961	1.4
477	2997	0.8
114	7780	1.4
264	2079	0.8
318	3030	1.4
359	7421	1.5
166	6209	1.1
471	2891	1.1
84	4270	1.0
495	2940	0.7
76	7028	1.2
185	5608	1.0
30	240	0.8
325	1065	1.0
167	2966	1.0
473	1625	1.4
312	3280	0.8
487	4063	1.4
170	326	1.1
320	3831	0.8
200	1141	0.6
464	6506	0.6
150	6784	1.1
153	7841	0.8
351	226	1.4
351	1709	1.2
43	2114	0.6
475	4624	0.6
430	1366	0.5
12	5100	0.8
313	1236	0.8
8	1218	0.9
171	3243	1.1
199	4051	0.5
455	3310	1.1
34	2128	1.2
247	1396	1.3
408	2038	0.8
313	1903	1.3
353	6496	0.8
51	4097	1.0
36	1051	1.2
483	5742	0.8
20	6445	0.6
258	256	0.6
128	8115	1.4
245	7265	1.0
299	681	1.0
262	7233	0.9
253	52	1.0
287	4308	0.9
484	556	0.6
365	2520	0.5
332	6135	0.7
192	3924	0.9
37	1677	1.2
314	6557	1.1
425	4984	0.6
429	7064	1.2
190	4864	0.6
48	5861	1.4
321	329	0.6
327	1548	0.7
441	2140	0.7
270	134	0.9
430	4804	1.2
269	3023	1.2
127	3360	1.3
202	1909	1.1
313	1206	1.5
89	7345	1.2
477	2758	1.3
119	1819	1.1
374	3959	0.8
411	697	0.7
327	2019	1.1
46	6843	0.5
20	3233	0.9
409	5658	1.1
427	5559	1.1
206	607	1.0
333	4668	1.4
221	6152	0.5
491	6216	0.9
87	6905	1.5
51	4526	0.9
11	84	0.9
430	38	1.4
237	7111	0.6
407	6639	0.8
401	6192	0.7
43	90	88	96	91
29	32	36	23	8
40	53	29	95	66
59	83	67	5	96
16	18	72	24	94
41	71	4	62	94
98	19	11	23	92
21	17	58	67	64
1	33	51	74	81
65	67	49	34	47
74	20	73	68	1
83	32	37	11	5
69	14	99	55	91
24	83	26	98	56
92	9	57	39	88
12	0	69	53	31
66	2	67	21	56
84	98	43	51	13
42	40	59	37	43
19	4	53	3	3
74	24	37	8	6
