200	3
437	4583	1.1
161	1920	1.1
328	5090	0.7
250	6175	1.2
210	1426	1.0
444	7993	1.0
47	595	0.5
467	2576	0.9
248	4657	1.3
261	7469	0.9
209	6991	0.6
115	8086	1.3
60	3779	0.5
472	2763	0.8
391	7651	0.5
376	6304	1.3
27	358	1.1
68	5666	1.1
166	5940	0.8
456	4140	0.8
431	7511	1.5
346	7631	1.1
213	8046	0.8
246	4910	1.4
25	5884	0.7
110	4083	0.8
269	1279	0.5
273	6892	0.8
59	10	0.8
1	4455	0.8
459	621	1.3
192	1695	1.3
438	6293	0.9
323	4374	1.4
322	4977	0.8
286	7744	1.2
430	2821	0.6
471	6016	1.3
60	884	1.3
221	7654	0.5
99	5177	0.7
325	6177	0.8
318	1251	1.5
39	3434	0.7
384	6139	0.9
204	5619	1.3
42	5205	1.0
116	1481	0.8
490	266	1.1
264	7966	0.8
208	4639	0.6
77	3231	0.6
27	1775	0.8
428	4842	0.8
462	4734	0.8
395	208	1.2
52	656	1.1
218	4869	1.0
490	5418	0.5
172	615	0.9
452	878	1.3
94	5769	1.1
139	348	1.1
317	4998	1.1
323	4446	1.3
163	7788	1.1
103	5347	0.6
122	6865	1.3
282	3966	1.4
367	170	1.3
214	2356	1.0
462	730	1.1
377	1749	0.5
2	2646	1.0
136	5710	1.4
106	403	1.3
13	4443	0.7
192	4366	0.6
11	6879	1.0
370	1263	0.9
80	3085	0.9
158	4021	0.9
350	4494	0.9
105	3016	1.0
182	1260	1.5
414	1716	0.9
217	5706	1.4
241	2333	1.2
163	3818	0.7
226	175	0.9
10	2699	0.8
385	6873	1.1
338	4460	1.1
465	3871	1.5
371	5298	1.2
198	4488	1.4
98	6460	0.9
193	605	0.8
35	3549	0.8
40	4049	1.0
328	1148	1.3
111	3417	1.3
166	6201	1.4
114	493	0.6
290	3381	1.0
213	7460	1.0
456	4587	0.7
100	4897	1.0
403	3669	1.1
264	4670	0.8
67	7836	1.2
2	295	0.8
91	1138	0.9
455	163	1.1
183	7041	1.3
205	4644	1.0
123	1365	1.3
353	2714	1.0
236	6185	0.9
465	4216	0.6
109	5219	0.9
499	6295	0.8
96	1828	0.9
329	3786	1.4
84	2667	0.5
262	8111	1.5
274	608	1.4
207	5593	1.4
344	5801	1.1
312	7048	0.8
437	5306	0.9
84	1081	1.1
457	5119	0.8
324	3599	0.8
273	1677	0.5
114	6600	1.4
131	5122	1.3
268	2023	0.7
20	6714	1.3
71	7853	1.3
337	7018	0.5
389	3318	0.9
181	7550	0.6
392	6671	1.4
394	5271	0.7
250	6026	1.1
252	5950	0.9
303	2410	1.2
401	3832	1.4
437	3418	1.5
479	5711	1.1
262	4120	1.3
217	5110	0.5
293	2222	1.3
468	3641	1.1
187	3222	1.2
389	1872	1.1
273	2712	0.7
174	90	0.6
232	2834	0.8
222	6335	1.4
310	5920	0.9
79	355	0.9
67	1010	0.7
387	491	0.9
269	4038	1.3
99	6722	0.6
418	7797	1.0
264	4305	1.4
368	3514	0.8
25	4935	0.6
334	1471	0.5
426	7795	0.7
176	4456	0.9
29	1690	1.3
434	1335	1.3
438	4252	0.7
29	2060	1.0
54	3264	0.6
96	8120	1.5
399	508	1.4
499	6768	0.6
110	14	0.5
344	5636	1.1
394	6027	0.9
254	2726	0.9
300	1113	1.2
407	2079	1.4
279	6671	1.1
430	3621	0.7
97	5630	1.2
175	4177	1.1
471	6095	1.1
371	3681	1.4
184	3047	1.3
65	37	1.3
162	2585	0.8
347	7291	1.2
408	2982	1.0
493	6277	0.6
70	6	27
68	100	21
36	5	24
20	44	94
54	70	22
57	41	75
7	80	98
55	37	7
54	66	50
70	55	34
39	15	7
18	29	8
67	72	65
62	84	1
77	66	99
17	17	88
97	58	25
88	18	84
19	46	43
38	82	40
26	45	21
58	20	60
80	89	54
44	83	92
3	67	82
69	24	13
3	45	87
5	46	84
73	7	31
46	87	20
66	9	33
50	17	65
10	48	55
9	86	93
49	36	82
37	10	65
64	81	32
95	32	76
28	22	28
45	42	27
55	24	88
43	4	88
39	31	22
77	94	73
75	100	43
91	62	16
83	22	40
74	71	58
99	0	95
58	46	43
36	61	60
42	1	10
60	24	11
4	38	19
3	88	26
76	57	2
23	84	85
10	71	71
5	8	90
93	34	49
75	77	13
70	53	43
23	82	9
