50	5
203	1226	1.5
20	1794	0.8
409	1184	1.0
399	1398	0.8
266	667	1.3
158	291	0.8
345	694	1.4
391	2150	1.3
315	2042	0.8
91	1395	1.4
324	886	1.1
412	226	1.5
294	3	1.0
143	1243	1.5
422	1895	1.4
316	2029	1.4
177	854	1.1
43	1589	1.2
341	1567	0.9
186	3	1.0
51	1068	1.4
290	1485	1.5
113	206	0.9
403	2126	1.1
447	639	1.3
121	1266	1.4
110	1194	0.9
363	1079	1.0
363	34	1.3
215	327	0.5
416	829	1.5
69	1516	1.2
116	1041	1.0
483	2106	1.3
350	1391	1.3
77	612	1.1
482	2078	0.6
47	1187	1.4
185	1202	0.5
48	735	0.8
264	1662	1.2
290	1108	0.7
375	67	0.6
370	10	1.1
241	608	1.2
50	410	1.1
309	272	0.8
96	12	0.5
131	1234	1.1
361	2099	1.0
63	88	85	37	25
36	98	35	7	35
76	62	91	66	40
15	49	50	36	66
100	19	0	78	93
30	64	97	20	77
87	65	22	83	41
95	44	17	19	40
73	31	6	4	74
38	80	45	53	46
81	80	87	81	20
74	30	75	60	16
49	81	36	54	85
94	66	92	0	15
0	41	20	68	66
12	98	76	62	30
41	28	48	84	20
46	1	74	88	54
63	83	40	95	59
16	41	73	28	50
54	80	17	37	81
73	96	92	75	68
46	14	12	25	76
91	93	66	14	91
57	22	33	38	91
56	63	58	100	26
36	71	27	62	36
54	2	26	76	22
82	4	86	68	82
18	44	88	59	94
21	64	42	89	72
3	60	10	42	14
81	11	38	31	11
18	14	44	50	64
28	66	64	81	21
87	79	44	71	44
43	88	76	61	65
13	22	79	75	1
87	48	23	42	23
89	61	9	99	91
1	73	14	61	28
94	88	100	49	90
16	5	32	9	19
78	62	10	65	41
27	79	74	48	81
83	22	78	98	97
28	2	51	94	38
23	52	43	6	61
53	98	81	95	81
21	86	39	87	48
