200	5
86	361	1.4
418	8892	0.9
53	1975	1.4
388	5735	1.3
344	4129	0.5
74	5871	1.2
111	5199	1.0
467	3337	1.1
268	7120	0.6
18	6779	1.4
484	4152	1.2
473	3397	0.9
183	5896	0.6
388	800	1.3
450	8922	1.3
372	2054	1.1
15	3843	0.7
233	716	1.1
296	3501	0.8
340	6533	0.7
133	1545	1.1
246	1572	1.5
242	7399	1.5
481	7593	1.4
231	4008	1.0
30	7507	1.2
196	8523	0.8
348	4604	1.5
170	822	0.9
490	9832	0.6
411	2729	1.1
489	9905	1.1
447	3529	0.9
221	9581	1.1
309	1373	0.8
16	5216	0.6
214	4053	1.3
1	8601	1.3
53	6523	1.5
420	2249	0.7
25	10181	1.2
241	913	1.4
137	9895	0.9
126	6050	1.4
224	1469	0.7
9	1158	0.6
51	4947	0.9
14	2457	1.0
157	2563	1.2
488	8609	0.8
329	6675	0.5
396	3956	1.4
112	4550	1.5
465	5070	0.6
500	7051	0.7
180	8844	0.7
185	3087	0.6
230	8137	1.3
268	4145	1.0
209	191	0.8
466	6912	0.8
475	1387	0.7
448	2129	1.1
7	3538	0.7
235	8752	0.9
69	8978	1.3
465	7447	0.8
413	1825	1.2
88	7966	1.3
303	2984	0.9
453	353	0.7
344	3208	1.5
156	5197	1.3
475	3171	0.9
268	9594	1.3
171	9048	1.5
347	7116	0.8
424	6318	1.2
442	2950	0.8
435	3447	0.7
279	2536	0.8
370	2270	0.5
386	8406	1.2
391	8882	1.0
334	9481	1.0
157	834	1.1
392	4403	1.0
122	1315	1.4
484	725	0.9
290	8957	0.5
220	4223	0.7
197	6055	0.7
342	2155	1.1
339	5284	1.4
322	6178	0.7
109	3789	1.3
79	7458	1.0
98	5309	1.5
9	9162	1.4
483	9024	1.0
152	3494	0.9
85	7944	0.5
90	1000	0.9
286	1617	1.4
498	6098	1.5
264	8976	0.8
294	6391	0.9
18	1906	1.3
131	933	1.3
87	5496	1.2
16	9637	1.0
123	828	1.5
302	6883	1.4
208	2509	0.7
185	2943	0.6
111	4823	1.1
148	2842	0.7
497	7310	0.6
302	6238	1.2
112	9397	1.0
2	7171	1.0
200	2347	1.4
444	1808	0.8
352	7391	1.5
293	9651	1.3
355	5136	1.4
277	8931	1.1
290	9824	1.0
186	4211	1.0
332	964	1.3
385	6056	1.0
399	874	1.1
418	6769	0.9
93	447	0.9
449	7721	1.3
