30	3
445	420	1.5
464	990	1.2
16	1226	0.8
74	722	1.4
85	571	0.8
49	801	1.4
223	287	1.0
212	695	1.0
154	419	1.0
153	190	1.4
93	128	0.8
30	847	1.4
330	544	1.3
353	961	1.4
200	475	0.7
305	325	0.7
413	262	1.4
228	232	1.0
385	284	1.1
258	219	1.0
471	1244	1.2
309	1140	0.8
211	1017	1.0
163	341	1.2
126	534	1.1
33	1001	1.0
120	1459	1.4
481	1489	1.0
389	565	0.5
299	804	0.6
92	32	60
96	85	47
71	13	42
26	95	95
25	40	18
41	84	24
44	71	38
31	100	99
3	98	96
76	27	23
58	1	20
93	19	72
76	40	86
81	23	97
68	41	26
0	2	43
82	24	33
5	12	4
98	52	15
5	73	60
63	31	35
12	21	92
91	15	65
53	16	79
73	74	86
62	85	54
8	62	75
9	63	36
62	74	41
62	82	72
