100	3
133	1878	1.2
44	1392	1.4
491	2142	0.6
364	4968	1.0
22	234	1.3
288	266	1.5
399	3678	0.6
213	2912	1.3
167	4582	1.0
172	2192	0.8
41	2439	0.6
206	4488	1.1
306	3496	1.2
372	152	1.0
230	5071	1.1
135	134	0.6
29	2071	0.8
174	2788	0.5
426	4858	1.0
277	4861	0.6
66	100	0.5
119	3678	0.6
424	3173	0.8
369	2356	0.5
446	3331	0.7
293	4994	1.2
86	5033	0.9
383	1305	0.8
195	1989	0.9
156	3294	0.6
416	1469	1.5
108	4866	0.6
483	2655	0.7
499	2334	0.8
20	337	0.9
266	622	1.4
408	1335	0.6
391	1860	1.2
249	5014	1.3
137	3702	0.6
333	4414	1.3
237	1506	0.6
82	2579	0.9
438	2904	1.5
436	779	1.3
291	4817	0.9
27	5127	1.0
442	2143	1.4
420	2109	0.9
240	716	0.8
102	4989	1.3
61	1921	0.9
27	3106	0.8
225	136	1.0
191	769	1.4
385	4984	1.4
304	4425	0.7
396	2134	1.4
311	1351	0.6
407	4170	0.7
268	1571	0.7
369	3272	1.2
102	5125	1.1
428	564	1.4
413	127	0.7
191	1809	1.1
79	630	0.9
363	4797	0.8
217	1769	0.7
172	2352	0.9
438	1326	0.7
437	2677	0.6
76	849	1.3
200	3415	1.4
473	1036	0.9
14	2780	0.6
341	2942	0.6
385	4421	1.0
400	1815	0.8
31	2987	1.0
370	2128	0.6
154	4306	1.3
118	793	1.5
279	3893	0.6
278	535	1.3
152	2509	0.7
236	204	0.8
9	3928	0.7
291	1728	0.9
57	246	0.8
376	4389	0.9
110	1125	0.7
401	4846	0.6
168	2570	0.6
78	1032	1.0
327	3307	1.2
217	3162	1.4
377	3653	1.1
337	3731	0.9
261	4683	0.9
16	71	40
53	41	78
65	74	16
94	53	29
98	86	41
61	64	58
53	22	24
24	60	21
47	55	97
77	60	65
50	61	78
68	75	88
6	53	17
17	83	99
37	40	99
100	94	8
58	7	72
72	38	71
50	98	80
65	48	31
93	0	76
63	92	15
25	66	58
8	11	85
38	54	18
10	74	33
49	47	72
19	35	94
14	79	2
47	18	92
65	54	33
73	22	16
3	6	39
72	72	39
92	62	49
86	47	11
36	76	73
13	21	76
22	74	26
55	20	82
47	98	80
69	37	33
60	36	98
11	29	92
17	65	21
90	22	96
42	15	90
41	40	98
60	35	80
99	38	36
24	68	96
24	93	0
56	60	75
89	99	79
76	12	52
34	77	59
7	64	84
0	26	74
47	42	84
37	19	58
2	83	49
24	31	94
70	78	26
61	70	93
74	36	21
27	26	25
52	14	91
51	22	46
32	46	2
43	29	96
17	46	65
89	47	23
64	1	42
32	80	73
61	22	28
89	77	31
79	44	57
57	3	94
71	36	82
58	31	50
74	6	17
59	59	72
83	91	43
25	5	99
35	59	82
1	10	18
17	22	41
23	13	36
15	5	8
58	40	36
75	67	35
40	28	98
12	81	40
2	59	17
22	15	4
11	82	11
8	88	86
2	33	24
64	58	36
81	81	100
