200	5
406	4700	1.2
202	1033	0.8
407	1450	1.4
230	2272	1.2
239	6296	1.3
237	4583	0.7
150	1946	1.0
165	2709	1.1
339	6420	0.5
260	1857	1.4
217	5175	1.1
58	4468	1.2
32	7106	1.0
49	4610	1.0
189	3190	0.8
265	4386	0.6
375	6914	1.3
157	5972	1.1
403	4099	0.6
258	3205	1.0
352	5012	0.6
360	6308	1.3
465	7045	1.4
315	5566	0.5
91	2343	0.8
143	3425	1.4
105	5392	1.1
9	4708	1.2
55	5744	1.2
310	1174	1.0
417	1463	1.4
221	7995	0.8
350	4028	1.4
91	4422	1.5
287	3859	0.7
179	7677	0.8
93	3911	0.8
356	5270	0.6
55	7121	0.8
246	2227	0.7
500	4591	1.1
279	2269	1.2
196	6767	0.6
434	5439	1.0
118	7056	0.7
86	126	1.0
85	252	0.7
403	1039	0.7
378	2527	0.9
227	7040	1.1
133	2294	1.3
402	1412	1.1
386	3334	0.6
90	1767	1.2
333	508	0.5
404	4157	1.4
125	3194	1.4
111	2360	0.8
38	2800	0.8
413	5107	1.2
490	4022	1.2
397	3664	0.6
483	4048	1.0
176	918	0.8
324	4431	1.3
218	5728	0.6
385	7132	1.4
289	448	0.9
391	5046	1.2
471	6813	1.3
134	7847	0.6
431	2654	1.1
436	7802	1.5
485	2751	1.1
395	4943	0.7
202	1215	1.0
272	6937	1.4
273	5737	1.3
161	2237	0.7
311	6402	1.2
59	6263	0.6
85	1311	1.1
50	6644	1.0
94	5019	1.2
197	3012	1.1
383	4211	1.3
396	5465	1.2
88	4732	1.3
499	5656	0.6
83	654	1.4
435	578	1.2
163	1596	1.3
86	1382	1.4
187	3320	1.4
119	880	1.4
426	712	1.3
146	6228	1.0
154	6607	1.0
379	1417	0.9
401	2627	1.2
5	6975	1.2
126	2829	1.3
355	6347	1.1
205	3388	1.1
170	1571	1.4
361	2715	0.9
416	1189	1.4
209	2886	1.2
262	4601	0.8
500	7692	0.9
496	5283	1.3
417	3793	1.5
26	3190	0.8
497	308	1.1
58	3327	0.8
60	3913	0.6
321	426	0.6
352	6873	1.1
225	1716	0.6
110	5281	0.6
275	501	0.8
488	3487	1.4
376	341	1.4
237	1804	0.6
26	7078	0.5
392	6506	0.8
256	2576	0.8
405	1586	1.4
210	3843	0.9
363	3847	1.0
397	1718	1.1
124	4739	1.5
138	5181	1.0
3	2566	1.1
390	1002	0.7
70	1006	0.7
304	6525	0.7
281	4907	0.6
316	5449	1.1
67	6422	1.1
185	4307	0.9
300	7871	1.2
376	1685	0.9
163	6510	1.5
463	5289	1.4
122	2481	0.8
14	3375	0.6
290	5658	0.9
125	6559	0.7
250	2216	1.3
91	6221	0.9
229	972	1.4
94	5410	1.1
144	2969	0.9
394	3961	1.3
380	6443	0.8
319	3972	1.0
361	2418	0.7
32	7708	1.1
63	3130	1.0
490	2208	0.8
197	5764	0.7
25	6897	0.7
332	6790	1.1
318	1551	1.1
427	6300	1.4
113	2749	1.5
42	5670	1.2
19	4595	1.0
6	7201	0.9
104	3323	1.1
155	874	1.4
464	319	1.2
343	7385	1.2
288	4492	1.3
7	434	1.1
130	2241	1.5
8	1417	1.4
228	1677	0.8
42	2700	1.1
302	6002	0.7
473	6532	1.2
472	7495	1.4
218	556	0.5
175	7566	0.8
259	2740	1.4
474	5365	1.3
104	1103	0.6
303	5932	1.5
87	4083	0.7
284	2805	1.0
367	2113	1.0
37	359	0.8
401	7608	1.4
297	7871	0.8
164	1868	0.6
403	4380	1.3
364	5341	0.8
102	2279	1.2
153	119	1.0
29	56	14	43	32
38	58	64	48	41
14	23	17	18	70
73	80	89	95	80
85	32	17	85	45
30	74	0	27	19
2	19	93	72	63
67	77	75	75	17
31	10	18	81	9
21	21	74	17	57
63	8	19	87	15
85	11	76	67	37
54	5	29	13	90
41	91	41	11	23
8	59	28	96	96
63	98	22	13	49
41	33	9	5	51
46	16	31	81	84
57	35	27	55	64
90	10	16	60	2
47	77	8	68	29
57	87	71	3	83
86	4	61	10	77
60	35	66	75	80
13	2	19	98	63
42	6	82	87	31
99	93	86	54	38
77	61	34	100	9
39	93	94	97	29
60	78	66	19	31
64	38	5	61	94
32	68	73	68	72
90	97	100	56	18
3	78	70	94	45
4	86	6	70	10
38	38	31	89	17
41	54	73	69	100
67	85	47	40	77
79	100	30	0	23
40	29	3	23	87
37	85	42	10	100
60	20	93	18	52
50	14	28	75	2
88	73	3	63	54
68	16	83	54	63
9	94	95	92	56
86	17	41	28	14
98	0	38	28	78
44	29	71	60	100
62	73	61	48	34
65	69	30	78	42
81	80	68	1	75
69	96	92	7	97
25	92	64	85	6
51	63	29	45	24
57	65	12	18	11
87	100	95	10	97
79	30	75	15	0
3	36	16	83	84
55	35	7	8	29
17	95	22	73	28
62	48	15	24	52
90	12	89	19	18
100	27	62	41	88
44	6	19	38	79
6	19	10	30	83
66	17	52	61	93
84	35	20	48	46
68	33	52	93	99
91	69	62	73	2
81	22	82	66	39
45	93	84	73	79
95	37	29	54	37
94	26	24	86	39
94	65	77	36	88
31	99	89	47	24
75	100	73	34	84
36	13	22	84	59
34	15	81	35	31
69	7	5	3	80
57	14	20	87	23
72	94	62	12	66
15	18	65	82	55
35	46	53	62	39
70	7	6	31	83
19	69	95	93	41
22	85	65	19	30
35	71	77	82	73
5	55	6	78	67
6	81	85	7	29
69	69	60	29	11
91	36	10	5	66
8	71	94	28	67
8	91	33	71	16
81	3	83	66	15
40	93	59	22	1
44	57	84	86	50
54	85	9	17	6
70	23	64	93	44
53	62	11	33	7
68	85	35	46	90
86	2	46	47	52
62	52	76	6	22
69	31	40	78	57
40	85	56	7	59
36	18	54	88	38
56	89	97	3	3
48	11	80	97	38
24	27	3	60	60
25	66	100	83	73
59	56	62	0	24
63	84	55	74	81
24	74	24	9	82
22	62	8	77	94
90	64	9	54	62
100	97	39	60	64
74	66	11	84	82
87	0	40	17	33
87	35	91	86	67
7	39	20	1	79
53	49	40	73	79
30	70	100	27	53
18	49	67	63	33
68	35	54	76	88
32	82	46	70	49
16	79	21	75	1
27	65	48	45	73
17	99	82	75	41
32	49	18	46	13
33	38	91	1	94
6	62	91	42	57
95	99	86	21	94
86	2	63	27	9
62	76	53	26	61
41	59	31	87	3
49	55	74	57	88
0	71	15	19	43
81	42	71	83	96
20	71	59	85	45
76	29	56	5	41
8	52	48	40	90
6	83	56	24	13
35	47	92	32	91
20	33	95	37	11
84	23	68	2	74
39	28	76	36	60
84	41	84	63	89
25	7	23	31	68
45	5	33	11	75
2	86	30	95	6
96	84	23	23	21
38	99	84	80	46
0	89	95	20	82
33	75	9	29	33
90	87	31	33	29
74	92	82	20	14
53	70	85	9	67
29	4	36	92	66
86	57	34	33	93
47	21	28	33	38
39	9	63	21	89
7	13	83	24	51
79	44	21	65	90
61	17	55	5	53
4	60	45	33	89
61	95	92	13	43
3	13	61	1	25
80	10	66	97	40
94	68	13	92	5
100	8	66	21	91
81	50	77	70	75
52	57	20	84	29
59	0	43	86	61
39	11	76	85	78
100	99	64	70	38
34	2	11	57	2
63	2	48	93	40
25	6	45	73	36
9	39	48	52	26
64	44	31	25	25
88	36	64	65	37
70	37	50	99	64
66	5	69	38	95
48	17	87	86	95
9	12	86	0	63
74	41	6	58	62
35	48	85	67	43
0	59	61	56	21
70	52	82	60	5
23	71	88	19	42
77	39	82	30	95
99	78	75	92	26
89	95	76	66	36
19	8	19	14	14
8	36	87	95	65
5	81	58	95	85
50	5	57	67	44
50	80	20	55	91
97	90	64	71	47
4	89	74	46	86
