100	3
340	4013	1.4
184	3482	0.8
286	3819	1.2
65	2510	0.6
347	3121	1.4
425	3334	1.3
486	910	1.4
200	4006	1.2
273	1817	0.5
239	3825	1.5
458	2718	1.2
216	230	0.7
251	2840	1.3
446	3318	1.2
474	2229	0.9
53	545	0.7
491	2288	1.4
297	842	1.0
397	1118	1.1
157	971	0.8
412	1454	0.7
40	557	0.5
267	1098	1.1
187	1971	1.1
258	831	0.8
275	3054	1.3
55	303	1.2
162	1688	0.6
379	1918	1.0
452	366	1.3
391	740	0.6
42	3135	0.9
94	3308	0.7
140	1859	1.3
292	1985	0.7
448	1712	1.2
309	189	1.1
401	741	1.4
208	3635	1.0
39	3932	1.4
311	2591	1.4
403	3120	0.8
426	4037	0.7
257	2539	1.3
412	3236	0.8
112	521	1.1
119	1339	1.2
434	72	1.3
363	948	1.1
183	3654	1.5
102	864	0.7
494	1960	1.5
209	2247	1.0
408	1884	1.5
86	1886	0.5
235	1157	1.4
9	4100	0.8
326	3255	0.6
467	769	1.0
425	3118	0.8
95	4022	0.8
362	3056	0.8
469	35	1.0
191	1889	0.9
285	3444	1.0
93	2809	0.7
161	2633	0.6
446	1427	1.0
226	1093	1.3
16	1833	0.7
170	1585	0.9
330	1173	1.2
293	4101	0.8
409	867	1.2
119	1950	1.5
404	2900	0.7
207	30	1.3
161	1686	1.3
94	2889	1.2
73	3194	0.6
301	4044	0.9
171	1031	1.4
189	1495	1.0
488	3858	0.7
102	825	1.5
176	3948	1.1
418	3840	1.5
397	475	1.0
155	2575	1.1
122	1319	0.7
55	1913	0.6
182	2046	1.3
251	1509	1.1
432	2591	1.2
176	776	1.3
74	698	1.1
1	1087	1.3
287	2578	1.2
481	1057	1.2
274	2093	1.2
95	80	80
52	53	53
35	12	31
10	62	93
45	5	65
28	73	95
47	51	73
3	72	88
33	94	28
1	30	100
83	44	22
50	73	73
69	39	61
15	84	64
84	35	19
94	5	73
99	84	36
11	77	6
9	60	55
5	72	89
44	49	94
11	73	90
51	54	49
96	86	95
94	86	79
32	10	2
77	51	41
75	80	43
73	5	32
65	28	20
45	72	9
30	66	33
42	31	42
43	75	6
82	51	82
39	78	18
33	9	70
15	66	90
34	98	39
100	70	31
91	42	61
40	86	83
0	36	68
87	35	93
16	83	42
41	9	68
74	33	95
19	92	72
82	27	23
25	40	11
72	39	26
53	98	83
25	79	9
4	30	45
88	57	35
64	71	71
76	94	30
21	92	69
64	80	38
67	38	83
34	98	0
24	54	12
99	96	70
15	23	73
47	75	22
93	85	18
89	1	24
16	72	27
11	18	24
49	25	66
34	30	68
39	36	74
37	61	72
75	53	19
88	29	79
19	27	60
7	42	34
49	37	13
91	100	32
60	26	47
71	58	31
28	81	45
73	29	79
14	95	22
98	46	64
15	26	5
57	24	36
59	59	79
37	40	44
91	23	11
40	90	48
56	15	44
0	55	21
83	21	67
5	41	18
78	28	26
29	32	29
52	96	22
31	12	88
31	57	57
