50	3
112	2500	0.7
311	746	1.2
122	411	1.0
64	2376	1.0
90	515	1.4
312	724	1.5
221	2319	0.9
192	525	0.6
99	169	1.3
416	811	0.6
262	465	1.2
417	2448	1.1
238	550	0.8
165	1795	1.0
492	2446	1.0
308	1826	1.4
405	64	1.2
330	2163	0.7
462	1194	0.9
392	1942	1.3
147	997	1.5
467	983	1.0
430	654	0.8
322	2467	0.9
440	963	1.3
441	2608	0.8
374	638	1.0
173	1922	1.5
68	963	1.3
297	2218	0.7
402	401	0.8
345	826	0.8
20	150	0.6
71	1505	1.3
119	2307	0.7
311	2475	1.2
79	1744	0.6
408	1723	0.7
233	921	1.1
197	1648	1.0
31	194	1.2
98	2196	0.8
462	2503	1.2
422	590	0.9
151	517	1.2
383	1873	0.8
30	1935	1.3
389	176	1.1
405	167	1.2
147	198	1.4
69	69	60
29	11	91
36	10	5
66	8	71
94	28	67
8	91	33
71	16	81
3	83	66
15	40	93
59	22	1
44	57	84
86	50	54
85	9	17
6	70	23
64	93	44
53	62	11
33	7	68
85	35	46
90	86	2
46	47	52
62	52	76
6	22	69
31	40	78
57	40	85
56	7	59
36	18	54
88	38	56
89	97	3
3	48	11
80	97	38
24	27	3
60	60	25
66	100	83
73	59	56
62	0	24
63	84	55
74	81	24
74	24	9
82	22	62
8	77	94
90	64	9
54	62	100
97	39	60
64	74	66
11	84	82
87	0	40
17	33	87
35	91	86
67	7	39
20	1	79
