50	10
181	2336	0.6
336	1037	1.3
392	2139	0.6
427	605	0.8
252	735	0.8
350	1249	1.5
102	2246	0.6
78	616	1.4
11	805	0.7
439	928	1.0
215	2055	0.6
182	1231	0.8
426	1296	1.5
476	1471	1.3
153	1828	1.4
391	508	0.5
83	2024	1.2
71	379	0.6
100	2012	1.5
103	2137	1.1
52	784	0.7
146	1832	0.8
220	1197	0.7
141	262	1.4
407	422	0.6
88	2352	0.9
448	1940	0.9
401	1140	1.0
58	206	1.2
325	2174	1.2
159	1604	0.6
454	883	1.0
321	2007	0.7
447	555	1.3
249	1725	1.0
333	491	1.2
403	630	1.4
223	1645	0.8
435	1028	0.8
500	1411	1.4
215	803	0.9
132	1143	0.5
321	830	0.9
212	447	0.8
198	1370	0.6
258	1960	1.0
17	2342	0.8
285	1643	1.1
66	1191	1.0
161	326	1.4
2	25	73	79	65	97	88	37	31	43
6	18	35	7	16	68	65	2	7	90
58	28	78	28	4	88	66	91	51	73
36	15	70	86	84	42	80	71	10	27
96	99	23	41	83	98	3	78	91	76
17	39	59	8	93	16	53	57	44	18
21	86	81	78	53	28	57	93	4	0
15	24	79	85	85	11	42	90	67	18
40	17	92	85	8	38	68	92	42	1
100	10	14	82	15	43	10	1	69	28
70	13	44	32	92	91	53	71	13	11
45	1	6	80	1	36	98	74	63	97
68	61	37	74	36	68	49	10	68	60
86	76	25	92	76	33	14	7	79	90
11	45	15	16	45	16	9	35	30	22
81	52	92	77	55	41	10	2	30	59
13	58	65	87	34	69	33	88	90	28
4	65	64	27	98	31	80	85	66	48
28	45	62	58	39	96	40	76	73	98
48	45	2	55	54	45	76	34	78	33
26	51	63	24	18	45	51	92	98	46
15	73	29	56	89	93	2	67	72	68
78	17	32	3	56	14	91	60	43	26
12	89	99	78	78	23	35	41	78	20
53	64	91	31	86	22	86	10	39	42
17	36	95	81	54	47	61	0	4	69
49	40	80	47	48	9	63	43	92	8
17	20	64	4	16	77	65	65	14	47
72	77	36	28	7	59	25	67	69	83
15	40	17	23	66	82	82	55	22	95
80	97	51	71	17	39	8	91	52	57
82	12	91	29	80	19	16	76	97	31
99	31	33	67	92	75	94	45	69	23
53	18	7	4	2	30	63	39	71	80
46	25	30	99	50	61	87	10	37	8
62	89	33	22	58	72	27	49	28	65
48	28	39	80	99	89	34	34	16	84
100	82	61	50	47	73	69	36	91	34
1	88	54	63	20	32	82	5	99	51
77	49	22	85	59	75	92	54	49	99
61	49	83	61	28	63	58	82	34	22
11	50	57	99	47	58	77	44	87	47
93	42	86	83	60	12	79	26	43	62
92	14	43	20	97	10	95	52	29	50
97	92	63	45	66	77	55	57	82	39
45	3	15	32	40	29	96	34	56	87
22	26	47	53	76	82	9	51	22	55
69	80	74	16	47	35	5	11	33	17
81	7	21	9	85	90	71	31	28	75
40	35	15	12	40	64	38	22	80	32
